interaction_type,AC,poll_question,user_id,where,who,gender,poll_option_orig,poll_option_recoded_close_to_original,poll_option_recoded_lower_resolution,poll_option_interpretation_recoding,impacts_on_item_of_column_I,system,WP2,WP3,WP4,WP5,WP6,nr_WPs,duplicated_in_col-J_poll_option_recoded_lower_resolution,,Row_number,Row_static
individual,kickoff,NA,user_dia009,Western_waters,Scientist,NA,Cetaceans,Cetaceans,PETs,marine mammals,"recreational use, static gears, mobile gears, aquaculture, rivers, non-fishing human activities",ecological,0,0,1,0,1,2,marine mammals,0,1390,1390
individual,kickoff,NA,user_dia009,Western_waters,Scientist,NA,fish,fish,commercial fish/shellfish,fish,"seabirds, marine mammals",ecological,0,0,1,0,1,2,fish,0,1391,1391
individual,kickoff,NA,user_dia009,Western_waters,Scientist,NA,benthos,benthic habitats,seabottom habitat,benthos,fish,ecological,0,0,1,1,1,3,benthic habitat,0,1392,1392
individual,kickoff,NA,user_dia009,Western_waters,Scientist,NA,phytoplankton,phytoplankton,,phytoplankton,"fish, benthos, seabed habitats",ecological,0,1,1,0,1,3,plankton,0,1393,1393
individual,kickoff,NA,user_dia009,Western_waters,Scientist,NA,zooplankton,zooplankton,,zooplankton,"fish, benthis, seabed habitat",ecological,0,1,1,0,1,3,plankton,0,1394,1394
individual,kickoff,NA,user_dia009,Western_waters,Scientist,NA,macrophytes,macrophytes,,macrophytes,seabed habitats,ecological,0,0,0,1,1,2,macrophytes,0,1395,1395
individual,kickoff,NA,user_dia009,Western_waters,Scientist,NA,seabed habitats,benthic habitats,seabottom habitat,seabed habitats,"benthos, nutrients",ecological,0,0,1,1,1,3,benthic habitat,0,1396,1396
individual,kickoff,NA,user_dia009,Western_waters,Scientist,NA,nutrients,nutrients,,nutrients,"macrophytes, phytoplankton, zooplankton",ecological,0,1,1,0,1,3,nutrients,0,1397,1397
individual,kickoff,NA,user_dia009,Western_waters,Scientist,NA,rivers,rivers,,rivers,nutrients,ecological,0,1,1,1,1,4,land-based impacts,0,1398,1398
individual,kickoff,NA,user_dia009,Western_waters,Scientist,NA,ocean physics (climate),oceanography,,climate,"phytoplankton, zooplankton, macrophytes, benthos, fish, seabirds, marine mammals",ecological,0,1,1,0,1,3,climate,0,1399,1399
individual,kickoff,NA,user_dia010,Western_waters,Scientist,NA,"multi-uses, competition for space but not only (reserve effects, sea floor perturbations, pollution…)",Competition for space,competition for space,spatial management,NA,social,1,0,0,1,1,3,spatial management,0,1400,1400
individual,kickoff,NA,user_dia010,Western_waters,Scientist,NA,"multi-uses, competition for space but not only (reserve effects, sea floor perturbations, pollution…)",windfarms,,windfarms,NA,social,1,0,0,0,1,2,windfarms,0,1401,1401
individual,kickoff,NA,user_dia010,Western_waters,Scientist,NA,"multi-uses, competition for space but not only (reserve effects, sea floor perturbations, pollution…)",MPAs,,mpa,NA,social,1,0,0,1,1,3,mpa,0,1402,1402
individual,kickoff,NA,user_dia010,Western_waters,Scientist,NA,"multi-uses, competition for space but not only (reserve effects, sea floor perturbations, pollution…)",fisheries,fisheries,fishing,NA,fisheries,1,0,0,0,1,2,fishing,0,1403,1403
individual,kickoff,NA,user_dia010,Western_waters,Scientist,NA,"multi-uses, competition for space but not only (reserve effects, sea floor perturbations, pollution…)",pollution,,pollution,NA,social,1,1,0,1,1,4,pollution,0,1404,1404
individual,kickoff,NA,user_dia010,Western_waters,Scientist,NA,"multi-uses, competition for space but not only (reserve effects, sea floor perturbations, pollution…)",MPAs,,mpa assessment,NA,social,1,0,0,1,1,3,mpa,0,1405,1405
individual,kickoff,NA,user_dia010,Western_waters,Scientist,NA,"multi-uses, competition for space but not only (reserve effects, sea floor perturbations, pollution…)",benthic habitats,seabottom habitat,benthic habitats,NA,ecological,0,0,1,1,1,3,benthic habitat impact,0,1406,1406
individual,kickoff,NA,user_dia010,Western_waters,Scientist,NA,"multi-species management, taking into account predation interactions (and competition with fishers)",multispecies management,,multi-species management,technical interactions,social,1,0,0,0,1,2,EB(F)M,0,1407,1407
individual,kickoff,NA,user_dia010,Western_waters,Scientist,NA,"multi-species management, taking into account predation interactions (and competition with fishers)",predation,,predation,NA,ecological,0,0,1,0,1,2,predation,0,1408,1408
individual,kickoff,NA,user_dia010,Western_waters,Scientist,NA,"multi-species management, taking into account predation interactions (and competition with fishers)",species interactions,,interactions between marine mammals and fisheries,NA,ecological,0,1,1,1,1,4,tradeoffs,0,1409,1409
individual,kickoff,NA,user_dia010,Western_waters,Scientist,NA,"multi-species management, taking into account predation interactions (and competition with fishers)",multispecies management,,interactions between marine mammals and fisheries,NA,social,0,0,1,0,1,2,tradeoffs,0,1410,1410
individual,kickoff,NA,user_dia010,Western_waters,Scientist,NA,"mixed fisheries, technical interactions, how to sustainably harvest these stocks together?",technical interactions,,technical interactions,multi-species management,social,0,0,0,0,1,1,mixed fisheries,0,1411,1411
individual,kickoff,NA,user_dia010,Western_waters,Scientist,NA,PIC: marine mammals,marine mammals,,marine mammals,NA,ecological,0,0,1,0,1,2,marine mammals,0,1412,1412
individual,kickoff,NA,user_dia010,Western_waters,Scientist,NA,PIC: pelagics,pelagic stocks,,pelagics,NA,ecological,0,1,0,0,1,2,pelagics,0,1413,1413
individual,kickoff,NA,user_dia010,Western_waters,Scientist,NA,PIC: flatfish,flatfish,commercial fish/shellfish,flatfish,NA,ecological,0,1,0,0,1,2,flatfish,0,1414,1414
individual,kickoff,NA,user_dia010,Western_waters,Scientist,NA,PIC: hake,hake,,hake,NA,ecological,0,1,0,0,1,2,demersal fish,0,1415,1415
individual,kickoff,NA,user_dia010,Western_waters,Scientist,NA,PIC: shrimp,shrimps,,shrimp,NA,ecological,0,1,0,0,1,2,crustaceans,0,1416,1416
individual,kickoff,NA,user_dia010,Western_waters,Scientist,NA,"environmental effects (short term, i.e. seasonal, and long term, i.e. climate change) - how can we anticipate these changes and take them into account in fisheries management",seasonal change,,seasonal changes,technical interactions,social,1,0,0,0,1,2,seasonality,0,1417,1417
individual,kickoff,NA,user_dia010,Western_waters,Scientist,NA,"environmental effects (short term, i.e. seasonal, and long term, i.e. climate change) - how can we anticipate these changes and take them into account in fisheries management",environment,environment,climate change,technical interactions,ecological,0,1,1,0,1,3,climate,0,1418,1418
individual,kickoff,NA,user_dia010,Western_waters,Scientist,NA,"environmental effects (short term, i.e. seasonal, and long term, i.e. climate change) - how can we anticipate these changes and take them into account in fisheries management",management,,climate change,technical interactions,ecological,1,0,0,0,1,2,climate,0,1419,1419
individual,kickoff,NA,user_dia010,Western_waters,Scientist,NA,"environmental effects (short term, i.e. seasonal, and long term, i.e. climate change) - how can we anticipate these changes and take them into account in fisheries management",short and long term temporal fisheries management,,temporal fisheries management,technical interactions,fisheries,1,0,0,0,1,2,"temporal dynamics (management, market prices, etc.)",0,1420,1420
individual,kickoff,NA,user_dia011,Western_waters,Scientist,NA,all exploited species,commercial fish/shellfish,commercial fish/shellfish,commercial species,NA,ecological,0,1,0,1,1,3,commercial species,0,1421,1421
individual,kickoff,NA,user_dia011,Western_waters,Scientist,NA,bycatch species,bycatch,bycatch,bycatch,NA,ecological,0,0,1,0,1,2,bycatch,0,1422,1422
individual,kickoff,NA,user_dia011,Western_waters,Scientist,NA,PET species,PET species,,PET species,NA,ecological,0,0,1,0,1,2,PET species,0,1423,1423
individual,kickoff,NA,user_dia011,Western_waters,Scientist,NA,predation,predation,,predation,NA,ecological,0,1,1,0,1,3,predation,0,1424,1424
individual,kickoff,NA,user_dia011,Western_waters,Scientist,NA,Species interactions,species interactions,,species interactions,NA,ecological,0,1,1,1,1,4,species interactions,0,1425,1425
individual,kickoff,NA,user_dia011,Western_waters,Scientist,NA,"stock productivity, maturity, natural mortality, etc depending on the environment",stock productivity,,stock productivity,NA,ecological,0,1,0,0,1,2,stock productivity,0,1426,1426
individual,kickoff,NA,user_dia011,Western_waters,Scientist,NA,"stock productivity, maturity, natural mortality, etc depending on the environment",natural mortality,,stock productivity,NA,ecological,0,1,0,0,1,2,stock productivity,0,1427,1427
individual,kickoff,NA,user_dia011,Western_waters,Scientist,NA,"stock productivity, maturity, natural mortality, etc depending on the environment",maturity,,stock productivity,NA,ecological,0,1,0,0,1,2,stock productivity,0,1428,1428
individual,kickoff,NA,user_dia011,Western_waters,Scientist,NA,"stock productivity, maturity, natural mortality, etc depending on the environment",environmental drivers,environment,environmental drivers,stock productivity,ecological,0,1,1,0,1,3,environmental dynamics,0,1429,1429
individual,kickoff,NA,user_dia011,Western_waters,Scientist,NA,changes in stock limits,stock thresholds,,stock thresholds,NA,ecological,0,1,0,0,1,2,catch thresholds,0,1430,1430
individual,kickoff,NA,user_dia011,Western_waters,Scientist,NA,biodiversity,biodiversity,biodiversity,biodiversity,NA,ecological,0,0,1,1,1,3,"biodiversity (community composition, protection, etc.)",0,1431,1431
individual,kickoff,NA,user_dia011,Western_waters,Scientist,NA,stakeholder input included,stakeholder involvement,,participation ,NA,social,1,0,0,0,1,2,"participation (stakeholder collaborations, co-management, etc.)",0,1432,1432
individual,kickoff,NA,user_dia011,Western_waters,Scientist,NA,"all fleets (including artisanal, recreative, …)",fishing fleets,fisheries,fishing fleets,NA,fisheries,1,0,0,0,1,2,fleets,0,1433,1433
individual,kickoff,NA,user_dia011,Western_waters,Scientist,NA,mixed fisheries advice,mixed fisheries,,mixed fisheries management,NA,fisheries,1,0,0,0,1,2,mixed fisheries,0,1434,1434
individual,kickoff,NA,user_dia011,Western_waters,Scientist,NA,socio-economic impact,socioeconomic impacts,,socio-economics,NA,social,1,0,0,0,1,2,society and economics,0,1435,1435
individual,kickoff,NA,user_dia011,Western_waters,Scientist,NA,environmental drivers,environmental drivers,environment,environmental drivers,NA,ecological,0,1,1,0,1,3,environmental dynamics,0,1436,1436
individual,kickoff,NA,user_dia011,Western_waters,Scientist,NA,climate change projections,projections,,climate,NA,ecological,1,1,1,0,1,4,climate,0,1437,1437
individual,kickoff,NA,user_dia011,Western_waters,Scientist,NA,climate change projections,climate change,climate change,climate,NA,ecological,0,1,0,1,1,3,climate,0,1438,1438
individual,kickoff,NA,user_dia011,Western_waters,Scientist,NA,spatial distribution (fish and fisheries),fish distribution,fish distribution,species distribution,NA,ecological,0,0,1,1,1,3,species distribution,0,1439,1439
individual,kickoff,NA,user_dia011,Western_waters,Scientist,NA,spatial distribution (fish and fisheries),fisheries distribution,fisheries,fleet dynamics,NA,fisheries,1,0,0,1,1,3,fleet dynamics,0,1440,1440
individual,kickoff,NA,user_dia011,Western_waters,Scientist,NA,"marine protected areas, spatio-temporal restrictions",MPAs,,spatial management,NA,social,1,0,0,1,1,3,spatial management,0,1441,1441
individual,kickoff,NA,user_dia011,Western_waters,Scientist,NA,"marine protected areas, spatio-temporal restrictions",spatio-temporal restrictions,,spatial management,NA,social,1,0,0,1,1,3,spatial management,0,1442,1442
individual,kickoff,NA,user_dia011,Western_waters,Scientist,NA,habitat status,habitat,,habitat status,NA,ecological,0,1,1,1,1,4,habitat,0,1443,1443
individual,kickoff,NA,user_dia011,Western_waters,Scientist,NA,"interaction with other uses than fishing: energy, aquaculture, oil&gas, shipping…",other human activities,,interaction fishing and other human activities,NA,social,1,0,0,0,1,2,interactions between human activities,0,1444,1444
individual,kickoff,NA,user_dia011,Western_waters,Scientist,NA,"pollution, plastics",pollution,,pollution,NA,social,1,1,0,1,1,4,pollution,0,1445,1445
individual,kickoff,NA,user_dia011,Western_waters,Scientist,NA,"pollution, plastics",plastic,,plastics,NA,social,0,0,1,0,1,2,litter & ghost fishing,0,1446,1446
individual,kickoff,NA,user_dia012,Western_waters,Scientist,NA,species competition,species competition,,species competition,foodwebs,ecological,0,1,1,0,1,3,species interactions,0,1447,1447
individual,kickoff,NA,user_dia012,Western_waters,Scientist,NA,trophic interactions,species interactions,,foodwebs,natural mortality,ecological,0,1,1,1,1,4,food webs,0,1448,1448
individual,kickoff,NA,user_dia012,Western_waters,Scientist,NA,natural mortality,natural mortality,,natural mortality,NA,ecological,0,0,1,0,1,2,mortality,0,1449,1449
individual,kickoff,NA,user_dia012,Western_waters,Scientist,NA,densodependence,density-dependence,species interaction,density-dependence,"natural mortality, drivers of recruitment, species distribution, growth and maturity",ecological,0,1,0,0,1,2,stock structure,0,1450,1450
individual,kickoff,NA,user_dia012,Western_waters,Scientist,NA,climate change impact,climate change,climate change,climate,NA,ecological,0,1,0,1,1,3,climate,0,1451,1451
individual,kickoff,NA,user_dia012,Western_waters,Scientist,NA,climate change impact,climate change,climate change,climate,"drivers of recruitment, species distribution, growth and maturity",ecological,0,1,0,1,1,3,climate,1,1452,1452
individual,kickoff,NA,user_dia012,Western_waters,Scientist,NA,species overlap,species overlap,,species interactions,"foodwebs, bycatch",ecological,0,1,1,0,1,3,species interactions,0,1453,1453
individual,kickoff,NA,user_dia012,Western_waters,Scientist,NA,fishing,fisheries,fisheries,fishing,bycatch,fisheries,1,0,0,0,1,2,fishing,0,1454,1454
individual,kickoff,NA,user_dia012,Western_waters,Scientist,NA,factors determining recruitment success,drivers of recruitment,commercial fish/shellfish,drivers of recruitment,NA,ecological,0,1,0,0,1,2,recruitment,0,1455,1455
individual,kickoff,NA,user_dia012,Western_waters,Scientist,NA,species distribution,species distribution,,species distribution,fleet dynamics,ecological,0,0,0,1,1,2,species distribution,0,1456,1456
individual,kickoff,NA,user_dia012,Western_waters,Scientist,NA,growth/maturity,growth,,growth and maturity,drivers of recruitment,ecological,0,1,0,0,1,2,growth,0,1457,1457
individual,kickoff,NA,user_dia012,Western_waters,Scientist,NA,growth/maturity,maturity,,growth and maturity,drivers of recruitment,ecological,0,1,0,0,1,2,growth,0,1458,1458
individual,kickoff,NA,user_dia012,Western_waters,Scientist,NA,drivers of fleet dynamics,drivers of fleet dynamics,fisher conditions,fleet dynamics,bycatch,social,1,0,0,0,1,2,fleet dynamics,0,1459,1459
individual,kickoff,NA,user_dia012,Western_waters,Scientist,NA,species distribution,species distribution,,species distribution,bycatch,ecological,0,0,0,1,1,2,species distribution,0,1460,1460
individual,kickoff,NA,user_dia012,Western_waters,Scientist,NA,reduce ecosystem risk,ecosystem risk management,management strategy,ecosystem management,stability on fishing opportunities,social,1,0,1,0,1,3,EB(F)M,0,1461,1461
individual,kickoff,NA,user_dia012,Western_waters,Scientist,NA,impact of fishing on bycatch and PET species,bycatch of PETs,PETs,bycatch,ecosystem management,ecological,0,0,1,0,1,2,bycatch,1,1462,1462
individual,kickoff,NA,user_dia012,Western_waters,Scientist,NA,"risk indicators for bycatch spp (data-limited, PET…)",bycatch of PETs,PETs,bycatch management,ecosystem management,social,0,0,1,0,1,2,bycatch,0,1463,1463
individual,kickoff,NA,user_dia012,Western_waters,Scientist,NA,impact of fishing on bycatch and PET species,bycatch of non-PET species,bycatch,bycatch,bycatch management,ecological,0,0,1,0,1,2,bycatch,1,1464,1464
individual,kickoff,NA,user_dia012,Western_waters,Scientist,NA,drivers of fleet dynamics,drivers of fleet dynamics,fisher conditions,fleet dynamics,local communities,social,1,0,0,0,1,2,fleet dynamics,1,1465,1465
individual,kickoff,NA,user_dia012,Western_waters,Scientist,NA,impact of fishing on local communities,fisheries,fisheries,fishing,local communities,fisheries,1,0,0,0,1,2,fishing,0,1466,1466
individual,kickoff,NA,user_dia012,Western_waters,Scientist,NA,impact of fishing on local communities,local communities,,local communities,NA,social,1,0,0,0,1,2,"coastal communities (economics, wellbeing, employment, etc)",0,1467,1467
individual,kickoff,NA,user_dia012,Western_waters,Scientist,NA,fish prices,price,,market price,fleet dynamics,social,1,0,0,0,1,2,"fish consumption (market prices, etc)",0,1468,1468
individual,kickoff,NA,user_dia012,Western_waters,Scientist,NA,fuel consumption,fuel consumption,,fuel consumption,"fleet dynamics, carbon footprint",social,1,0,0,0,1,2,carbon footprint and fuel,0,1469,1469
individual,kickoff,NA,user_dia012,Western_waters,Scientist,NA,carbon footprint,carbon emission,carbon emission,carbon footprint,NA,ecological,1,0,0,0,1,2,carbon footprint and fuel,0,1470,1470
individual,kickoff,NA,user_dia012,Western_waters,Scientist,NA,accurate stock assessments,accurate stock assessments,uncertainty,stock assessments,stability on fishing opportunities,ecological,0,1,0,0,1,2,stock assessments,0,1471,1471
individual,kickoff,NA,user_dia012,Western_waters,Scientist,NA,adequate harvest control rules,harvest control rules,,harvest control rules,stability on fishing opportunities,social,0,0,0,0,1,1,fisheries management,0,1472,1472
individual,kickoff,NA,user_dia012,Western_waters,Scientist,NA,selectivity of not only the target spp,multispecies selectivity,,multi-species selectivity,"bycatch, stock assessments",ecological,0,1,1,0,1,3,management measures,0,1473,1473
individual,kickoff,NA,user_dia012,Western_waters,Scientist,NA,uncertainty,uncertainty,,uncertainty,stability on fishing opportunities,social,1,1,1,1,1,5,"science (knowledge, data, methods)",0,1474,1474
individual,kickoff,NA,user_dia012,Western_waters,Scientist,NA,stability on fishing opportunities,stability of fishing opportunities,,stability on fishing opportunities,NA,social,1,0,0,0,1,2,stability,0,1475,1475
individual,kickoff,NA,user_dia013,Western_waters,Scientist,NA,PIC: beam trawl fisheries,beam trawl fisheries,fishing gear,beam trawl fisheries,ecosystem,fisheries,1,0,0,0,1,2,bottom trawling,0,1476,1476
individual,kickoff,NA,user_dia013,Western_waters,Scientist,NA,PIC: pelagic fisheries,pelagic fisheries,,pelagic fisheries,ecosystem,fisheries,1,0,0,0,1,2,pelagic fisheries,0,1477,1477
individual,kickoff,NA,user_dia013,Western_waters,Scientist,NA,PIC: small-scale fisheries,small-scale fisheries,,small-scale fisheries,ecosystem,fisheries,1,0,0,0,1,2,small-scale fisheries,0,1478,1478
individual,kickoff,NA,user_dia013,Western_waters,Scientist,NA,PIC: ecosystem,ecosystem,ecosystem,ecosystem,"beam trawl fisheries, pelagic fisheries, small-scale fisheries",both,0,0,1,0,1,2,ecosystem structure and function,0,1479,1479
individual,kickoff,NA,user_dia013,Western_waters,Scientist,NA,PIC: beam trawl fisheries,beam trawl fisheries,fishing gear,beam trawl fisheries,"pelagic fisheries, small-scale fisheries",fisheries,1,0,0,0,1,2,bottom trawling,1,1480,1480
individual,kickoff,NA,user_dia013,Western_waters,Scientist,NA,PIC: pelagic fisheries,pelagic fisheries,,pelagic fisheries,"beam trawl fisheries, small-scale fisheries",fisheries,1,0,0,0,1,2,pelagic fisheries,1,1481,1481
individual,kickoff,NA,user_dia013,Western_waters,Scientist,NA,PIC: small-scale fisheries,small-scale fisheries,,small-scale fisheries,"pelagic fisheries, beam trawl fisheries",fisheries,1,0,0,0,1,2,small-scale fisheries,1,1482,1482
individual,kickoff,NA,user_dia013,Western_waters,Scientist,NA,PIC: windfarms,windfarms,,windfarms,NA,social,1,0,0,1,1,3,windfarms,0,1483,1483
individual,kickoff,NA,user_dia013,Western_waters,Scientist,NA,PIC: local communities,local communities,,local communities,NA,social,1,0,0,0,1,2,"coastal communities (economics, wellbeing, employment, etc)",0,1484,1484
individual,kickoff,NA,user_dia013,Western_waters,Scientist,NA,ngo,NGOs,,ngo,NA,social,1,0,0,0,1,2,"participation (stakeholder collaborations, co-management, etc.)",0,1485,1485
individual,kickoff,NA,user_dia013,Western_waters,Scientist,NA,PIC: mpa,MPAs,,mpa,NA,social,1,0,0,1,1,3,mpa,0,1486,1486
individual,kickoff,NA,user_dia013,Western_waters,Scientist,NA,PIC: climate,climate,climate change,climate,ecosystem,ecological,0,1,0,1,1,3,climate,0,1487,1487
individual,kickoff,NA,user_dia013,Western_waters,Scientist,NA,PIC: phytoplankton,phytoplankton,,phytoplankton,NA,ecological,0,1,1,0,1,3,plankton,0,1488,1488
individual,kickoff,NA,user_dia013,Western_waters,Scientist,NA,PIC: zooplankton,zooplankton,,zooplankton,NA,ecological,0,1,1,0,1,3,plankton,0,1489,1489
individual,kickoff,NA,user_dia013,Western_waters,Scientist,NA,PIC: shrimps,shrimps,,shrimp,NA,ecological,0,1,0,0,1,2,crustaceans,0,1490,1490
individual,kickoff,NA,user_dia013,Western_waters,Scientist,NA,PIC: crabs,crabs,commercial fish/shellfish,crabs,NA,ecological,0,1,0,0,1,2,crustaceans,0,1491,1491
individual,kickoff,NA,user_dia013,Western_waters,Scientist,NA,PIC: sea bream,sea bream,,sea bream,NA,ecological,0,1,0,0,1,2,demersal fish,0,1492,1492
individual,kickoff,NA,user_dia013,Western_waters,Scientist,NA,PIC: flatfish,flatfish,commercial fish/shellfish,flatfish,NA,ecological,0,1,0,0,1,2,flatfish,0,1493,1493
individual,kickoff,NA,user_dia013,Western_waters,Scientist,NA,PIC: nephrops,nephrops,,nephrops,NA,ecological,0,1,0,0,1,2,crustaceans,0,1494,1494
individual,kickoff,NA,user_dia013,Western_waters,Scientist,NA,PIC: hake,hake,,hake,NA,ecological,0,1,0,0,1,2,demersal fish,0,1495,1495
individual,kickoff,NA,user_dia013,Western_waters,Scientist,NA,PIC: elasmobranchs,elasmobranchs,PETs,elasmobranchs,NA,ecological,0,0,1,0,1,2,elasmobranchs,0,1496,1496
individual,kickoff,NA,user_dia013,Western_waters,Scientist,NA,PIC: monkfish,monkfish,,monkfish,NA,ecological,0,1,0,0,1,2,demersal fish,0,1497,1497
individual,kickoff,NA,user_dia013,Western_waters,Scientist,NA,PIC: cod,cod,commercial fish/shellfish,cod,NA,ecological,0,1,0,0,1,2,demersal fish,0,1498,1498
individual,kickoff,NA,user_dia013,Western_waters,Scientist,NA,PIC: gadoids,gadoids,,gadoids,NA,ecological,0,1,0,0,1,2,demersal fish,0,1499,1499
individual,kickoff,NA,user_dia013,Western_waters,Scientist,NA,PIC: anchovy,anchovy,commercial fish/shellfish,anchovy,NA,ecological,0,1,0,0,1,2,pelagics,0,1500,1500
individual,kickoff,NA,user_dia013,Western_waters,Scientist,NA,PIC: small pelagics,small pelagics,,small pelagics,NA,ecological,0,1,0,0,1,2,pelagics,0,1501,1501
individual,kickoff,NA,user_dia013,Western_waters,Scientist,NA,PIC: marine mammals,marine mammals,,marine mammals,NA,ecological,0,0,1,0,1,2,marine mammals,0,1502,1502
individual,kickoff,NA,user_dia013,Western_waters,Scientist,NA,PIC: bycatch,bycatch,bycatch,bycatch,NA,ecological,0,0,1,0,1,2,bycatch,0,1503,1503
individual,kickoff,NA,user_dia014,Western_waters,Scientist,NA,PET/EPT species - population trends - estimating limits around potential biological removals,PET species,,bycatch PET species: thresholds,fisheries,ecological,0,0,1,0,1,2,bycatch,0,1504,1504
individual,kickoff,NA,user_dia014,Western_waters,Scientist,NA,seabirds,seabirds,,seabirds,NA,ecological,0,0,1,0,1,2,seabirds,0,1505,1505
individual,kickoff,NA,user_dia014,Western_waters,Scientist,NA,marine mammals,marine mammals,,marine mammals,NA,ecological,0,0,1,0,1,2,marine mammals,0,1506,1506
individual,kickoff,NA,user_dia014,Western_waters,Scientist,NA,sharks,sharks,,sharks,NA,ecological,0,0,1,0,1,2,elasmobranchs,0,1507,1507
individual,kickoff,NA,user_dia014,Western_waters,Scientist,NA,skates and rays,skates and rays,,skates and rays,NA,ecological,0,0,1,0,1,2,elasmobranchs,0,1508,1508
individual,kickoff,NA,user_dia014,Western_waters,Scientist,NA,pelagic fisheries,pelagic fisheries,,pelagic fisheries,NA,fisheries,1,0,0,0,1,2,pelagic fisheries,0,1509,1509
individual,kickoff,NA,user_dia014,Western_waters,Scientist,NA,fisheries,fisheries,fisheries,fisheries,litter,fisheries,1,0,0,0,1,2,fishing,0,1510,1510
individual,kickoff,NA,user_dia014,Western_waters,Scientist,NA,marine litter / ghost fishing,litter,,litter,"benthic habitats, bycatch PET species: thresholds",ecological,0,0,1,0,1,2,litter & ghost fishing,0,1511,1511
individual,kickoff,NA,user_dia014,Western_waters,Scientist,NA,marine litter / ghost fishing,ghost fishing,,ghost fishing,benthic habitats,ecological,0,0,1,0,1,2,litter & ghost fishing,0,1512,1512
individual,kickoff,NA,user_dia014,Western_waters,Scientist,NA,pelagic fisheries,pelagic fisheries,,pelagic fisheries,bycatch PET species: thresholds,fisheries,1,0,0,0,1,2,pelagic fisheries,0,1513,1513
individual,kickoff,NA,user_dia014,Western_waters,Scientist,NA,marine litter / ghost fishing,ghost fishing,,litter,"benthic habitats, bycatch PET species: thresholds",ecological,0,0,1,0,1,2,litter & ghost fishing,1,1514,1514
individual,kickoff,NA,user_dia014,Western_waters,Scientist,NA,marine litter / ghost fishing,ghost fishing,,ghost fishing,bycatch PET species: thresholds,ecological,0,0,1,0,1,2,litter & ghost fishing,1,1515,1515
individual,kickoff,NA,user_dia014,Western_waters,Scientist,NA,benthic habitat,benthic habitats,seabottom habitat,benthic habitat,NA,ecological,0,0,1,1,1,3,benthic habitat,0,1516,1516
individual,kickoff,NA,user_dia014,Western_waters,Scientist,NA,mpa,MPAs,,mpa,"bycatch PET species: thresholds, benthic habitat",social,1,0,0,1,1,3,mpa,0,1517,1517
individual,kickoff,NA,user_dia014,Western_waters,Scientist,NA,Windfarms,windfarms,,windfarms,benthic habitat,social,1,0,0,1,1,3,windfarms,0,1518,1518
individual,kickoff,NA,user_dia015,Western_waters,citizen,NA,high unemployment in coastal communities - how can we integrate fishing and other maritime activities to protect the ecosystem and local economies,local communities,,local communities,local communities,social,1,0,0,0,1,2,"coastal communities (economics, wellbeing, employment, etc)",employment,1519,1519
individual,kickoff,NA,user_dia015,Western_waters,citizen,NA,high unemployment in coastal communities - how can we integrate fishing and other maritime activities to protect the ecosystem and local economies,employment,jobs,employment,employment,social,1,0,0,0,1,2,employment,0,1520,1520
individual,kickoff,NA,user_dia015,Western_waters,citizen,NA,high unemployment in coastal communities - how can we integrate fishing and other maritime activities to protect the ecosystem and local economies,other human activities,,interaction between fishing and other human activities,interaction between fishing and other human activities,social,1,0,0,0,1,2,interactions between human activities,employment,1521,1521
individual,kickoff,NA,user_dia015,Western_waters,citizen,NA,high unemployment in coastal communities - how can we integrate fishing and other maritime activities to protect the ecosystem and local economies,economics,economics,economics,economics,social,1,0,0,0,1,2,economics,0,1522,1522
individual,kickoff,NA,user_dia015,Western_waters,citizen,NA,high unemployment in coastal communities - how can we integrate fishing and other maritime activities to protect the ecosystem and local economies,ecosystem,ecosystem,ecosystem,ecosystem,both,0,0,1,0,1,2,ecosystem structure and function,0,1523,1523
individual,kickoff,NA,user_dia015,Western_waters,citizen,NA,how can i find information on the most sustainable species to consume - e.g. What are the best cert. schemes to be aware of?,certification schemes,society,certification,"fish, custaceans",social,1,0,0,0,1,2,"sustainable fisheries (assessment, certification, etc)",0,1524,1524
individual,kickoff,NA,user_dia015,Western_waters,citizen,NA,how can i find information on the most sustainable species to consume - e.g. What are the best cert. schemes to be aware of?,sustainability,,sustainable food consumption,"fish, custaceans",social,1,0,0,0,1,2,"sustainable fisheries (assessment, certification, etc)",0,1525,1525
individual,kickoff,NA,user_dia015,Western_waters,citizen,NA,concerned for the reciprocal impact of bycatch on sensitive species and on SSF's livelihoods - what is the best way to support bycatch reduction?,bycatch reduction measures,management measure,small-scale fisheries,bycatch,fisheries,1,0,0,0,1,2,small-scale fisheries,0,1526,1526
individual,kickoff,NA,user_dia015,Western_waters,citizen,NA,concerned for the reciprocal impact of bycatch on sensitive species and on SSF's livelihoods - what is the best way to support bycatch reduction?,small-scale fisheries,,small-scale fisheries,bycatch,fisheries,1,0,0,0,1,2,small-scale fisheries,0,1527,1527
individual,kickoff,NA,user_dia015,Western_waters,citizen,NA,concerned for the reciprocal impact of bycatch on sensitive species and on SSF's livelihoods - what is the best way to support bycatch reduction?,bycatch of PETs,PETs,bycatch management,small-scale fisheries,social,0,0,1,0,1,2,bycatch,0,1528,1528
individual,kickoff,NA,user_dia015,Western_waters,citizen,NA,What can consumers do to support removal of ghost fishing gear?,ghost fishing,,What can consumers do to support removal of ghost fishing gear?,interaction society and ghost fishing,ecological,1,0,0,0,1,2,litter & ghost fishing,0,1529,1529
