"","SW.ID","Year","Region","Scale...Spatial..m.","Scale...Temporal","Resolution...Spatial..m.","Resolution...Temporal","Sampling.Method.used.for.data.collection","Description.Other.Sampling.Method","Analytical.method.used.for.inference","Quality...Spatial..relative.1.3.","Quality...Temporal","Quality...Methods","WP4.task","Study.type","Ecosystem.component_level1","Ecosystem.component_level2","Ecosystem.component_level3","Ecosystem.component_benthos_sediment","Species.taxonomic.group.s.","Pressure.type","Pressure_level","Pressure_variable","Pressure_other","Fishery.type","Gear_level1","Gear_level2","Target.species_metier","Response.variable_paper","Response.variable_category","Direction.of.relationship","Reader","ROWID"
"788","SW4_0272",2019,"CS - Mediterranean",">100,000","multidecadal",NA,"subday","Simulated dynamics",NA,"Individual-based model (IBM)",2,2,3,"None","Modelling/simulation","Fish_teleost","Pelagic",NA,NA,"Engraulis encrasicolus _ Sardina pilchardus","Catch_and_bycatch","Target","fishing explotation rate ",NA,"Commercial","Seines","Purse seine","Purse seine targeting sardine and anchovy ","Biomass of sardine and anchovy","Abundance/biomass/density","Negative","Potier",883
"789","SW4_0272",2019,"CS - Mediterranean",">100,000","multidecadal",NA,"subday","Simulated dynamics",NA,"Individual-based model (IBM)",2,2,3,"None","Modelling/simulation","Plankton","Zooplankton",NA,NA,NA,"Catch_and_bycatch","Non-target","fishing explotation rate ",NA,"Commercial","Seines","Purse seine","Purse seine targeting sardine and anchovy ","Mesozooplankton biomass","Abundance/biomass/density","Negative","Potier",884
"790","SW4_0296",2019,"Mediterranean - non CS",">100,000","two year","500-1,000","day","Fisheries Dependent Data",NA,"BIOENV analysis _ DistLM marginal test",2,2,3,"None","Fisheries dependent survey","Benthos",NA,NA,NA,"Mollusca _ Asteroidea _ Ophiuroidea _ Echinoidea _ Holoturoidea _ Nemertea _ Sipunculida _ Decapoda _ Annelida","Catch_and_bycatch","Non-target","tow duration _ number of iron teeth on the dredge _ length of iron teeth of the dredge",NA,"Commercial","Dredges","Mechanic dredge","Mechanized dredging targeting striped venus clams(Chamelea gallina)","Condition of discarded species (damage)","Survival","Negative","Potier",885
"791","SW4_0399",2018,"Western Waters - non CS","50,000-100,000","two year","5,000-10,000","snapshot/no repeat sampling","Irregular Fisheries Independent Survey",NA,"nMDS analysis _ PERMANOVA _ Dunn's post hoc test _ Bonferroni correction",2,2,3,"4.3 _ 4.4","Fisheries dependent survey","Benthos",NA,NA,"Sand",NA,"Catch_and_bycatch","Non-target","trawling pressure","environment","Commercial","Demersal trawls","Otter trawl","crustacean otter trawlers","Macrofauna assemblages","Community composition","Multiple","Potier",888
"792","SW4_0399",2018,"Western Waters - non CS","50,000-100,000","two year","5,000-10,000","snapshot/no repeat sampling","Irregular Fisheries Independent Survey",NA,"nMDS analysis _ PERMANOVA _ Dunn's post hoc test _ Bonferroni correction",2,2,3,"4.3 _ 4.4","Fisheries dependent survey","Benthos",NA,NA,"Mud",NA,"Catch_and_bycatch","Non-target","trawling pressure","environment","Commercial","Demersal trawls","Otter trawl","crustacean otter trawlers","Macrofauna assemblages","Community composition","Multiple","Potier",889
"793","SW4_0399",2018,"Western Waters - non CS","50,000-100,000","two year","5,000-10,000","snapshot/no repeat sampling","Irregular Fisheries Independent Survey",NA,"nMDS analysis _ PERMANOVA _ Dunn's post hoc test _ Bonferroni correction",2,2,3,"4.3 _ 4.4","Fisheries dependent survey","Benthos",NA,NA,"Sand",NA,"Catch_and_bycatch","Non-target","trawling pressure","environment","Commercial","Demersal trawls","Otter trawl","crustacean otter trawlers","Abundance _ biomass","Abundance/biomass/density","Negative","Potier",890
"794","SW4_0399",2018,"Western Waters - non CS","50,000-100,000","two year","5,000-10,000","snapshot/no repeat sampling","Irregular Fisheries Independent Survey",NA,"nMDS analysis _ PERMANOVA _ Dunn's post hoc test _ Bonferroni correction",2,2,3,"4.3 _ 4.4","Fisheries dependent survey","Benthos",NA,NA,"Mud",NA,"Catch_and_bycatch","Non-target","trawling pressure","environment","Commercial","Demersal trawls","Otter trawl","crustacean otter trawlers","Abundance _ biomass","Abundance/biomass/density","Negative","Potier",891
"795","SW4_0399",2018,"Western Waters - non CS","50,000-100,000","two year","5,000-10,000","snapshot/no repeat sampling","Irregular Fisheries Independent Survey",NA,"nMDS analysis _ PERMANOVA _ Dunn's post hoc test _ Bonferroni correction",2,2,3,"4.3 _ 4.4","Fisheries dependent survey","Benthos",NA,NA,"Sand",NA,"Catch_and_bycatch","Non-target","trawling pressure","environment","Commercial","Demersal trawls","Otter trawl","crustacean otter trawlers","species richness _ number of trophic guilds","Biodiversity","Negative","Potier",892
"796","SW4_0399",2018,"Western Waters - non CS","50,000-100,000","two year","5,000-10,000","snapshot/no repeat sampling","Irregular Fisheries Independent Survey",NA,"nMDS analysis _ PERMANOVA _ Dunn's post hoc test _ Bonferroni correction",2,2,3,"4.3 _ 4.4","Fisheries dependent survey","Benthos",NA,NA,"Mud",NA,"Catch_and_bycatch","Non-target","trawling pressure","environment","Commercial","Demersal trawls","Otter trawl","crustacean otter trawlers","species richness _ number of trophic guilds","Biodiversity","Negative","Potier",893
"797","SW4_0417",2018,"CS - Western Waters",">100,000","half year","5,000-10,000","month","Fisheries Dependent Data",NA,"GLM _ AIC _ BIC _ Taylor diagram _ Chi² test",2,2,3,"4.3","Fisheries dependent survey","Benthos",NA,NA,"Mud",NA,"Catch_and_bycatch","Target","trawling effort","environment","Commercial","Demersal trawls",NA,"nephrops trawls","distribution of vulnerable groups","Abundance/biomass/density","Multiple","Potier",894
"798","SW4_0417",2018,"CS - Western Waters",">100,000","month","5,000-10,000","snapshot/no repeat sampling","Visual Analyses of Quadrats/Transects",NA,"GLM _ AIC _ BIC _ Taylor diagram _ Chi² test",2,2,3,"4.3","Fisheries dependent survey","Benthos",NA,NA,"Mud","megabenthos","Catch_and_bycatch","Target","trawling effort","environment","Commercial","Demersal trawls",NA,"nephrops trawls","distribution of vulnerable groups","Abundance/biomass/density","Multiple","Potier",895
"799","SW4_0417",2018,"CS - Western Waters",">100,000","half year","5,000-10,000","month","Fisheries Dependent Data",NA,"GLM _ AIC _ BIC _ Taylor diagram _ Chi² test",2,2,3,"4.3","Fisheries dependent survey","Benthos",NA,NA,"Mud","megabenthos","Catch_and_bycatch","Non-target","trawling effort","environment","Commercial","Demersal trawls",NA,"nephrops trawls","distribution of vulnerable groups","Abundance/biomass/density","Multiple","Potier",896
"800","SW4_0417",2018,"CS - Western Waters",">100,000","month","5,000-10,000","snapshot/no repeat sampling","Visual Analyses of Quadrats/Transects",NA,"GLM _ AIC _ BIC _ Taylor diagram _ Chi² test",2,2,3,"4.3","Fisheries dependent survey","Benthos",NA,NA,"Mud","megabenthos","Catch_and_bycatch","Non-target","trawling effort","environment","Commercial","Demersal trawls",NA,"nephrops trawls","distribution of vulnerable groups","Abundance/biomass/density","Multiple","Potier",897
"801","SW4_0493",2017,"Mediterranean - non CS",">100,000","year","1,000-5,000","snapshot/no repeat sampling","Irregular Fisheries Independent Survey",NA,"PERMANOVA _  similarity matrix Bray-Curtis _ Analysis of Similarity (ANOSIM)
test _ SIMPER routine _  2-way ANOVA",2,2,3,"4.4","Fisheries dependent survey","Fish_teleost","Demersal",NA,NA,"Mulletus barbatus","Catch_and_bycatch","Not specified","trawling pressure (swept area)",NA,"Commercial","Demersal trawls",NA,NA,"Fulton's index K _ Digestive-Somatic index DSI","Physiology","Negative","Potier",899
"802","SW4_0493",2017,"Mediterranean - non CS",">100,000","year","1,000-5,000","year","Fisheries Dependent Data",NA,"PERMANOVA _  similarity matrix Bray-Curtis _ Analysis of Similarity (ANOSIM)
test _ SIMPER routine _  2-way ANOVA",2,2,3,"4.4","Fisheries dependent survey","Fish_teleost","Demersal",NA,NA,"Mulletus barbatus","Catch_and_bycatch","Not specified","trawling pressure (swept area)",NA,"Commercial","Demersal trawls",NA,NA,"Fulton's index K _ Digestive-Somatic index DSI","Physiology","Negative","Potier",900
"803","SW4_0493",2017,"Mediterranean - non CS",">100,000","year","1,000-5,000","snapshot/no repeat sampling","Irregular Fisheries Independent Survey",NA,"PERMANOVA _  similarity matrix Bray-Curtis _ Analysis of Similarity (ANOSIM)
test _ a SIMPER routine,",2,2,3,"4.4","Fisheries dependent survey","Fish_teleost","Demersal",NA,NA,"Mulletus barbatus","Catch_and_bycatch","Not specified","trawling pressure (swept area)",NA,"Commercial","Demersal trawls",NA,NA,"5 descriptors of feeding strategies: Chesson's Index of prey selectivity _ Hyslop's
Index of stomach fullness _ prey species richness _ Shannon-Wiener Diversity Index of preys _ Simpson Dominance for preys","Trophic structure","Negative","Potier",901
"804","SW4_0493",2017,"Mediterranean - non CS",">100,000","year","1,000-5,000","year","Fisheries Dependent Data",NA,"PERMANOVA _  similarity matrix Bray-Curtis _ Analysis of Similarity (ANOSIM)
test _ SIMPER routine _  2-way ANOVA",2,2,3,"4.4","Fisheries dependent survey","Fish_teleost","Demersal",NA,NA,"Mulletus barbatus","Catch_and_bycatch","Not specified","trawling pressure (swept area)",NA,"Commercial","Demersal trawls",NA,NA,"6 descriptors of feeding strategies: Chesson's Index of prey selectivity _ Hyslop's
Index of stomach fullness _ prey species richness _ Shannon-Wiener Diversity Index of preys _ Simpson Dominance for preys","Trophic structure","Negative","Potier",902
"805","SW4_0502",2017,"CS - North Sea","50,000-100,000","five year","100-500","quarter","Irregular Fisheries Independent Survey",NA,"glmm _ chi² test _ ggplot",2,2,3,"None","Fisheries dependent survey","Fish_teleost","Demersal",NA,NA,"Ammodytes marinus _ Ammodytes tobianus","Catch_and_bycatch","Non-target","fishing effort of flatfish Dutch beam trawlers (fraction fo the area trawled)","sediment _ water velocity _ depth _ salinity","Commercial","Demersal trawls","Beam trawl","Flatfish Dutch beam trawlers","Presence of Ammodytes marinus _ presence of ammodytes tobianus","Abundance/biomass/density","Negative","Potier",903
"806","SW4_0502",2017,"CS - North Sea","50,000-100,000","five year","100-500","quarter","Fisheries Dependent Data",NA,"glmm _ chi² test _ ggplot",2,2,3,"None","Fisheries dependent survey","Fish_teleost","Demersal",NA,NA,"Ammodytes marinus _ Ammodytes tobianus","Catch_and_bycatch","Non-target","fishing effort of flatfish Dutch beam trawlers (fraction fo the area trawled)","sediment _ water velocity _ depth _ salinity","Commercial","Demersal trawls","Beam trawl","Flatfish Dutch beam trawlers","Presence of Ammodytes marinus _ presence of ammodytes tobianus","Abundance/biomass/density","Negative","Potier",904
"807","SW4_0502",2017,"CS - North Sea","50,000-100,000","five year","100-500","quarter","Irregular Fisheries Independent Survey",NA,"glmm _ chi² test _ ggplot",2,2,3,"None","Fisheries dependent survey","Fish_teleost","Demersal",NA,NA,"Hyperoplus lanceolatus","Catch_and_bycatch","Non-target","fishing effort of shrimp Dutch beam trawlers (fraction fo the area trawled)","sediment _ water velocity _ depth _ salinity","Commercial","Demersal trawls","Beam trawl","Shrimp Dutch beam trawlers","Presence of H. lanceolatus","Abundance/biomass/density","Negative","Potier",905
"808","SW4_0502",2017,"CS - North Sea","50,000-100,000","five year","100-500","quarter","Fisheries Dependent Data",NA,"glmm _ chi² test _ ggplot",2,2,3,"None","Fisheries dependent survey","Fish_teleost","Demersal",NA,NA,"Hyperoplus lanceolatus","Catch_and_bycatch","Non-target","fishing effort of shrimp Dutch beam trawlers (fraction fo the area trawled)","sediment _ water velocity _ depth _ salinity","Commercial","Demersal trawls","Beam trawl","Shrimp Dutch beam trawlers","Presence of H. lanceolatus","Abundance/biomass/density","Negative","Potier",906
"809","SW4_0502",2017,"CS - North Sea","50,000-100,000","five year","100-500","quarter","Irregular Fisheries Independent Survey",NA,"glmm _ chi² test _ ggplot",2,2,3,"None","Fisheries dependent survey","Fish_teleost","Demersal",NA,NA,"Hyperoplus lanceolatus","Catch_and_bycatch","Non-target","fishing effort of shrimp Dutch beam trawlers (fraction fo the area trawled)","sediment _ water velocity _ depth _ salinity","Commercial","Demersal trawls","Beam trawl","Flatfish Dutch beam trawlers","Presence of H. lanceolatus","Abundance/biomass/density","Positive","Potier",907
"810","SW4_0502",2017,"CS - North Sea","50,000-100,000","five year","100-500","quarter","Fisheries Dependent Data",NA,"glmm _ chi² test _ ggplot",2,2,3,"None","Fisheries dependent survey","Fish_teleost","Demersal",NA,NA,"Hyperoplus lanceolatus","Catch_and_bycatch","Non-target","fishing effort of shrimp Dutch beam trawlers (fraction fo the area trawled)","sediment _ water velocity _ depth _ salinity","Commercial","Demersal trawls","Beam trawl","Flatfish Dutch beam trawlers","Presence of H. lanceolatus","Abundance/biomass/density","Positive","Potier",908
"811","SW4_0528",2017,"Mediterranean - non CS","10,000-50,000","five year",">100,000","day","Data Storage, GPS, Acoustic Taggin",NA,"Nixes-TC",2,2,3,"4.3","Modelling/simulation","Physical_habitats","Mud",NA,NA,NA,"Physical disturbance of the seabed",NA,"fishing effort","environment","Commercial","Demersal trawls","Otter trawl","deep sea shrimp otter trawls","sediment resuspension","Other","Multiple","Potier",909
"812","SW4_0528",2017,"Mediterranean - non CS","10,000-50,000","five year","0-5","day","Fisheries Dependent Data",NA,"Nixes-TC",2,2,3,"4.3","Modelling/simulation","Physical_habitats","Mud",NA,NA,NA,"Physical disturbance of the seabed",NA,"fishing effort","environment","Commercial","Demersal trawls","Otter trawl","deep sea shrimp otter trawls","sediment resuspension","Other","Multiple","Potier",910
"813","SW4_0528",2017,"Mediterranean - non CS","10,000-50,000","five year",">100,000","day","Data Storage, GPS, Acoustic Taggin",NA,"Nixes-TC",2,2,3,"4.3","Modelling/simulation","Physical_habitats","Sand",NA,NA,NA,"Physical disturbance of the seabed",NA,"fishing effort","environment","Commercial","Demersal trawls","Otter trawl","deep sea shrimp otter trawls","sediment resuspension","Other","Multiple","Potier",911
"814","SW4_0528",2017,"Mediterranean - non CS","10,000-50,000","five year","0-5","day","Fisheries Dependent Data",NA,"Nixes-TC",2,2,3,"4.3","Modelling/simulation","Physical_habitats","Sand",NA,NA,NA,"Physical disturbance of the seabed",NA,"fishing effort","environment","Commercial","Demersal trawls","Otter trawl","deep sea shrimp otter trawls","sediment resuspension","Other","Multiple","Potier",912
"815","SW4_0589",2016,"North Sea - non CS",">100,000","five year","0-5","snapshot/no repeat sampling","Fisheries Dependent Data",NA,"GAM _ GAMM",2,2,3,"4.4","Fisheries independent survey","Foodweb",NA,NA,NA,"Pleuronectes platessa _ Limanda limanda _ Nephrops norvegicus","Catch_and_bycatch","Target","fishing intensity",NA,"Commercial","Demersal trawls",NA,"Danish and swedish vessels > 15m","Prey availability","Trophic structure","Multiple","Potier",914
"816","SW4_0589",2016,"North Sea - non CS",">100,000","five year","5,000-10,000","snapshot/no repeat sampling","Irregular Fisheries Independent Survey",NA,"GAM _ GAMM",2,2,3,"4.4","Fisheries independent survey","Foodweb",NA,NA,NA,"Hippoglossoides platessoides","Catch_and_bycatch","Non-target","fishing intensity",NA,"Commercial","Demersal trawls",NA,"Danish and swedish vessels > 15m","Prey availability","Trophic structure","Multiple","Potier",915
"817","SW4_0589",2016,"North Sea - non CS",">100,000","five year","0-5","snapshot/no repeat sampling","Fisheries Dependent Data",NA,"GAM _ GAMM",2,2,3,"4.4","Fisheries independent survey","Foodweb",NA,NA,NA,"Pleuronectes platessa _ Limanda limanda _ Nephrops norvegicus","Catch_and_bycatch","Target","fishing intensity",NA,"Commercial","Demersal trawls",NA,"Danish and swedish vessels > 15m","Prey availability","Trophic structure","Multiple","Potier",916
"818","SW4_0589",2016,"North Sea - non CS",">100,000","five year","5,000-10,000","snapshot/no repeat sampling","Irregular Fisheries Independent Survey",NA,"GAM _ GAMM",2,2,3,"4.4","Fisheries independent survey","Foodweb",NA,NA,NA,"Hippoglossoides platessoides","Catch_and_bycatch","Non-target","fishing intensity",NA,"Commercial","Demersal trawls",NA,"Danish and swedish vessels > 15m","Prey availability","Trophic structure","Multiple","Potier",917
"819","SW4_0589",2016,"North Sea - non CS",">100,000","five year","0-5","snapshot/no repeat sampling","Fisheries Dependent Data",NA,"GAM _ GAMM",2,2,3,"4.4","Fisheries independent survey","Foodweb",NA,NA,NA,"Pleuronectes platessa _ Limanda limanda _ Nephrops norvegicus","Catch_and_bycatch","Target","fishing frequency",NA,"Commercial","Demersal trawls",NA,"Danish and swedish vessels > 15m","Prey availability","Trophic structure","Multiple","Potier",918
"820","SW4_0589",2016,"North Sea - non CS",">100,000","five year","5,000-10,000","snapshot/no repeat sampling","Irregular Fisheries Independent Survey",NA,"GAM _ GAMM",2,2,3,"4.4","Fisheries independent survey","Foodweb",NA,NA,NA,"Hippoglossoides platessoides","Catch_and_bycatch","Non-target","fishing frequency",NA,"Commercial","Demersal trawls",NA,"Danish and swedish vessels > 15m","Prey availability","Trophic structure","Multiple","Potier",919
"821","SW4_0589",2016,"North Sea - non CS",">100,000","five year","0-5","snapshot/no repeat sampling","Fisheries Dependent Data",NA,"GAM _ GAMM",2,2,3,"4.4","Fisheries independent survey","Foodweb",NA,NA,NA,"Pleuronectes platessa _ Limanda limanda _ Nephrops norvegicus","Catch_and_bycatch","Target","fishing frequency",NA,"Commercial","Demersal trawls",NA,"Danish and swedish vessels > 15m","Prey availability","Trophic structure","Multiple","Potier",920
"822","SW4_0589",2016,"North Sea - non CS",">100,000","five year","5,000-10,000","snapshot/no repeat sampling","Irregular Fisheries Independent Survey",NA,"GAM _ GAMM",2,2,3,"4.4","Fisheries independent survey","Foodweb",NA,NA,NA,"Hippoglossoides platessoides","Catch_and_bycatch","Non-target","fishing frequency",NA,"Commercial","Demersal trawls",NA,"Danish and swedish vessels > 15m","Prey availability","Trophic structure","Multiple","Potier",921
"823","SW4_0589",2016,"North Sea - non CS",">100,000","five year","0-5","snapshot/no repeat sampling","Fisheries Dependent Data",NA,"GAM _ GAMM",2,2,3,"4.4","Fisheries independent survey","Foodweb",NA,NA,NA,"Pleuronectes platessa _ Limanda limanda _ Nephrops norvegicus","Catch_and_bycatch","Target","fishing intensity",NA,"Commercial","Demersal trawls",NA,"Danish and swedish vessels > 15m","Fish condition (weight_at_length)","Physiology","Multiple","Potier",922
"824","SW4_0589",2016,"North Sea - non CS",">100,000","five year","5,000-10,000","snapshot/no repeat sampling","Irregular Fisheries Independent Survey",NA,"GAM _ GAMM",2,2,3,"4.4","Fisheries independent survey","Foodweb",NA,NA,NA,"Hippoglossoides platessoides","Catch_and_bycatch","Non-target","fishing intensity",NA,"Commercial","Demersal trawls",NA,"Danish and swedish vessels > 15m","Fish condition (weight_at_length)","Physiology","Multiple","Potier",923
"825","SW4_0589",2016,"North Sea - non CS",">100,000","five year","0-5","snapshot/no repeat sampling","Fisheries Dependent Data",NA,"GAM _ GAMM",2,2,3,"4.4","Fisheries independent survey","Foodweb",NA,NA,NA,"Pleuronectes platessa _ Limanda limanda _ Nephrops norvegicus","Catch_and_bycatch","Target","fishing intensity",NA,"Commercial","Demersal trawls",NA,"Danish and swedish vessels > 15m","Fish condition (weight_at_length)","Physiology","Multiple","Potier",924
"826","SW4_0589",2016,"North Sea - non CS",">100,000","five year","5,000-10,000","snapshot/no repeat sampling","Irregular Fisheries Independent Survey",NA,"GAM _ GAMM",2,2,3,"4.4","Fisheries independent survey","Foodweb",NA,NA,NA,"Hippoglossoides platessoides","Catch_and_bycatch","Non-target","fishing intensity",NA,"Commercial","Demersal trawls",NA,"Danish and swedish vessels > 15m","Fish condition (weight_at_length)","Physiology","Multiple","Potier",925
"827","SW4_0589",2016,"North Sea - non CS",">100,000","five year","0-5","snapshot/no repeat sampling","Fisheries Dependent Data",NA,"GAM _ GAMM",2,2,3,"4.4","Fisheries independent survey","Foodweb",NA,NA,NA,"Pleuronectes platessa _ Limanda limanda _ Nephrops norvegicus","Catch_and_bycatch","Target","fishing frequency",NA,"Commercial","Demersal trawls",NA,"Danish and swedish vessels > 15m","Fish condition (weight_at_length)","Physiology","Multiple","Potier",926
"828","SW4_0589",2016,"North Sea - non CS",">100,000","five year","5,000-10,000","snapshot/no repeat sampling","Irregular Fisheries Independent Survey",NA,"GAM _ GAMM",2,2,3,"4.4","Fisheries independent survey","Foodweb",NA,NA,NA,"Hippoglossoides platessoides","Catch_and_bycatch","Non-target","fishing frequency",NA,"Commercial","Demersal trawls",NA,"Danish and swedish vessels > 15m","Fish condition (weight_at_length)","Physiology","Multiple","Potier",927
"829","SW4_0589",2016,"North Sea - non CS",">100,000","five year","0-5","snapshot/no repeat sampling","Fisheries Dependent Data",NA,"GAM _ GAMM",2,2,3,"4.4","Fisheries independent survey","Foodweb",NA,NA,NA,"Pleuronectes platessa _ Limanda limanda _ Nephrops norvegicus","Catch_and_bycatch","Target","fishing frequency",NA,"Commercial","Demersal trawls",NA,"Danish and swedish vessels > 15m","Fish condition (weight_at_length)","Physiology","Multiple","Potier",928
"830","SW4_0589",2016,"North Sea - non CS",">100,000","five year","5,000-10,000","snapshot/no repeat sampling","Irregular Fisheries Independent Survey",NA,"GAM _ GAMM",2,2,3,"4.4","Fisheries independent survey","Foodweb",NA,NA,NA,"Hippoglossoides platessoides","Catch_and_bycatch","Non-target","fishing frequency",NA,"Commercial","Demersal trawls",NA,"Danish and swedish vessels > 15m","Fish condition (weight_at_length)","Physiology","Multiple","Potier",929
"831","SW4_0589",2016,"North Sea - non CS",">100,000","five year","0-5","snapshot/no repeat sampling","Fisheries Dependent Data",NA,"GAM _ GAMM",2,2,3,"4.4","Fisheries independent survey","Foodweb",NA,NA,NA,"Pleuronectes platessa _ Limanda limanda _ Nephrops norvegicus","Catch_and_bycatch","Target","fishing intensity",NA,"Commercial","Demersal trawls",NA,"Danish and swedish vessels > 15m","stomach fullness","Physiology","Multiple","Potier",930
"832","SW4_0589",2016,"North Sea - non CS",">100,000","five year","5,000-10,000","snapshot/no repeat sampling","Irregular Fisheries Independent Survey",NA,"GAM _ GAMM",2,2,3,"4.4","Fisheries independent survey","Foodweb",NA,NA,NA,"Hippoglossoides platessoides","Catch_and_bycatch","Non-target","fishing intensity",NA,"Commercial","Demersal trawls",NA,"Danish and swedish vessels > 15m","stomach fullness","Physiology","Multiple","Potier",931
"833","SW4_0589",2016,"North Sea - non CS",">100,000","five year","0-5","snapshot/no repeat sampling","Fisheries Dependent Data",NA,"GAM _ GAMM",2,2,3,"4.4","Fisheries independent survey","Foodweb",NA,NA,NA,"Pleuronectes platessa _ Limanda limanda _ Nephrops norvegicus","Catch_and_bycatch","Target","fishing intensity",NA,"Commercial","Demersal trawls",NA,"Danish and swedish vessels > 15m","stomach fullness","Physiology","Multiple","Potier",932
"834","SW4_0589",2016,"North Sea - non CS",">100,000","five year","5,000-10,000","snapshot/no repeat sampling","Irregular Fisheries Independent Survey",NA,"GAM _ GAMM",2,2,3,"4.4","Fisheries independent survey","Foodweb",NA,NA,NA,"Hippoglossoides platessoides","Catch_and_bycatch","Non-target","fishing intensity",NA,"Commercial","Demersal trawls",NA,"Danish and swedish vessels > 15m","stomach fullness","Physiology","Multiple","Potier",933
"835","SW4_0589",2016,"North Sea - non CS",">100,000","five year","0-5","snapshot/no repeat sampling","Fisheries Dependent Data",NA,"GAM _ GAMM",2,2,3,"4.4","Fisheries independent survey","Foodweb",NA,NA,NA,"Pleuronectes platessa _ Limanda limanda _ Nephrops norvegicus","Catch_and_bycatch","Target","fishing frequency",NA,"Commercial","Demersal trawls",NA,"Danish and swedish vessels > 15m","stomach fullness","Physiology","Multiple","Potier",934
"836","SW4_0589",2016,"North Sea - non CS",">100,000","five year","5,000-10,000","snapshot/no repeat sampling","Irregular Fisheries Independent Survey",NA,"GAM _ GAMM",2,2,3,"4.4","Fisheries independent survey","Foodweb",NA,NA,NA,"Hippoglossoides platessoides","Catch_and_bycatch","Non-target","fishing frequency",NA,"Commercial","Demersal trawls",NA,"Danish and swedish vessels > 15m","stomach fullness","Physiology","Multiple","Potier",935
"837","SW4_0589",2016,"North Sea - non CS",">100,000","five year","0-5","snapshot/no repeat sampling","Fisheries Dependent Data",NA,"GAM _ GAMM",2,2,3,"4.4","Fisheries independent survey","Foodweb",NA,NA,NA,"Pleuronectes platessa _ Limanda limanda _ Nephrops norvegicus","Catch_and_bycatch","Target","fishing frequency",NA,"Commercial","Demersal trawls",NA,"Danish and swedish vessels > 15m","stomach fullness","Physiology","Multiple","Potier",936
"838","SW4_0589",2016,"North Sea - non CS",">100,000","five year","5,000-10,000","snapshot/no repeat sampling","Irregular Fisheries Independent Survey",NA,"GAM _ GAMM",2,2,3,"4.4","Fisheries independent survey","Foodweb",NA,NA,NA,"Hippoglossoides platessoides","Catch_and_bycatch","Non-target","fishing frequency",NA,"Commercial","Demersal trawls",NA,"Danish and swedish vessels > 15m","stomach fullness","Physiology","Multiple","Potier",937
"839","SW4_0614",2016,"CS - North Sea",">100,000","two week","0-5","snapshot/no repeat sampling","Behavioural Observations",NA,"GLM _ AIC",2,2,3,"None","Lab experiment","Fish_teleost","Demersal",NA,NA,"Gadus morhua","Electromagnetic input",NA,"field frequency",NA,"Commercial","Demersal trawls",NA,"Electric pulse trawls targeting flatfish","Probability of having haemorrhages and fractures","Physiology","Negative","Potier",938
"840","SW4_0614",2016,"CS - North Sea",">100,000","two week","0-5","snapshot/no repeat sampling","Behavioural Observations",NA,"GLM _ AIC",2,2,3,"None","Lab experiment","Fish_teleost","Demersal",NA,NA,"Gadus morhua","Electromagnetic input",NA,"field strength",NA,"Commercial","Demersal trawls",NA,"Electric pulse trawls targeting flatfish","Probability of having haemorrhages and fractures","Physiology","Positive","Potier",939
"841","SW4_0614",2016,"CS - North Sea",">100,000","two week","0-5","snapshot/no repeat sampling","Behavioural Observations",NA,"GLM _ AIC",2,2,3,"None","Lab experiment","Fish_teleost","Demersal",NA,NA,"Gadus morhua","Electromagnetic input",NA,"duty cycle",NA,"Commercial","Demersal trawls",NA,"Electric pulse trawls targeting flatfish","Probability of having haemorrhages and fractures","Physiology","Multiple","Potier",940
"842","SW4_0679",2015,"Mediterranean - non CS",">100,000","day",NA,"subday","Irregular Fisheries Independent Survey",NA,"structural model _ double bootstrap method to estimate 95% Efron percentile confidence intervals",2,2,3,"4.2","Modelling/simulation","Fish_cartilaginous","Sharks",NA,NA,"Galeus melastomus ","Catch_and_bycatch","Bycatch","Introduction of an excluder grid _ change in bar spacing ",NA,"Commercial","Demersal trawls","Otter trawl",NA,"Change in elasmobranch  catches","Mortality","Multiple","Potier",946
"843","SW4_0679",2015,"Mediterranean - non CS",">100,000","day",NA,"subday","Irregular Fisheries Independent Survey",NA,"structural model _ double bootstrap method to estimate 95% Efron percentile confidence intervals",2,2,3,"4.2","Modelling/simulation","Fish_teleost",NA,NA,NA,"Phycis blennoides","Catch_and_bycatch","Target","Introduction of an excluder grid _ change in bar spacing ",NA,"Commercial","Demersal trawls","Otter trawl",NA,"Change in target species  catches","Mortality","Multiple","Potier",947
"844","SW4_0679",2015,"Mediterranean - non CS",">100,000","day",NA,"subday","Irregular Fisheries Independent Survey",NA,"structural model _ double bootstrap method to estimate 95% Efron percentile confidence intervals",2,2,3,"4.2","Modelling/simulation","Benthos","Benthic_epifauna","Other","Unknown","Nephrops norvegicus","Catch_and_bycatch","Target","Introduction of an excluder grid _ change in bar spacing ",NA,"Commercial","Demersal trawls","Otter trawl",NA,"Change in target species  catches","Mortality","Multiple","Potier",948
"845","SW4_0688",2015,"CS - Mediterranean",">100,000","two year","0-5","snapshot/no repeat sampling","Irregular Fisheries Independent Survey",NA,"MDS plots _ ANOSIM analysis _ dendrogram analysis using Bray curtis similarity _ ANOVA",2,2,3,"4.4","Fisheries independent survey","Foodweb",NA,NA,NA,NA,"Catch_and_bycatch","Not specified","Pourcentage of damage of shipwrecks (supposed due to trawling)",NA,"Commercial","Demersal trawls",NA,NA,"species richness","Biodiversity","Negative","Potier",950
