interaction_type,AC,poll_question,user_id,where,who,gender,poll_option_orig,poll_option_recoded_close_to_original,poll_option_recoded_lower_resolution,poll_option_coarse_recoding,impacts_on_item_of_column_I,system,WP2,WP3,WP4,WP5,WP6,nr_WPs,,,duplicated_in_col-J_poll_option_recoded_lower_resolution,,Row_number,Row_static
individual,kickoff,NA,user_dia010,Western_waters,Scientist,NA,"multi-uses, competition for space but not only (reserve effects, sea floor perturbations, pollution…)",MPAs,MPA,spatial management,NA,social,1,0,0,1,1,3,,,mpa,0,125,1405
individual,kickoff,NA,user_dia011,Western_waters,Scientist,NA,"marine protected areas, spatio-temporal restrictions",MPAs,MPA,spatial management,NA,social,1,0,0,1,1,3,,,spatial management,0,126,1441
individual,kickoff,NA,user_dia013,Western_waters,Scientist,NA,PIC: mpa,MPAs,MPA,spatial management,NA,social,1,0,0,1,1,3,,,mpa,0,127,1486
individual,kickoff,NA,user_dia014,Western_waters,Scientist,NA,mpa,MPAs,MPA,spatial management,"bycatch PET species: thresholds, benthic habitat",social,1,0,0,1,1,3,,,mpa,0,128,1517
individual,kickoff,NA,user_dia016,Western_waters,Scientist,NA,interactions fishing gears with dolphins Why are they increasing? Is closing the Bay of Biscay the only solution + PIC: mpa + PIC: marine mammals,MPAs,MPA,spatial management,NA,social,1,0,0,1,1,3,,,bycatch,0,129,1542
individual,kickoff,NA,BSsci02,Baltic_Sea,Scientist,Man,PIC: MPA,MPAs,MPA,spatial management,,social,1,0,0,1,1,3,,,,,130,1585
individual,kickoff,NA,BSsci03,Baltic_Sea,Scientist,Woman,MPAs,MPAs,MPA,spatial management,thresholds for loss and advers effects/GES on ecosystem components,social,1,0,0,1,1,3,,,,,131,1648
individual,kickoff,NA,BSsci05,Baltic_Sea,Scientist,Man,PIC: MPAs,MPAs,MPA,spatial management,"benthic habitats, food",social,1,0,0,1,1,3,,,,,132,1671
individual,kickoff,NA,BSsci07,Baltic_Sea,Scientist,Man,MPA,MPAs,MPA,spatial management,,social,1,0,0,1,1,3,,,,,133,1698
cloud,kickoff,Which social items would you like advice on?,NA,North_Sea,Scientist,NA,mpa,MPAs,MPA,spatial management,,social,1,0,0,1,1,3,,,,,134,1936
cloud,kickoff,Which items would you like to know the impact of?,NA,North_Sea,Scientist,NA,MPAs,MPAs,MPA,spatial management,,social,1,0,0,1,1,3,,,,,135,2028
cloud,kickoff,Which items would you like to know the impact of?,NA,North_Sea,Scientist,NA,MPAs,MPAs,MPA,spatial management,,social,1,0,0,1,1,3,,,,,136,2029
cloud,kickoff,Which items would you like to know the impact of?,NA,North_Sea,Scientist,NA,MPAs,MPAs,MPA,spatial management,,social,1,0,0,1,1,3,,,,,137,2030
cloud,kickoff,Which items would you like to know the impact of?,NA,North_Sea,Scientist,NA,MPAs,MPAs,MPA,spatial management,,social,1,0,0,1,1,3,,,,,138,2031
cloud,kickoff,Which items would you like to know the impact of?,NA,North_Sea,Scientist,NA,MPAs,MPAs,MPA,spatial management,,social,1,0,0,1,1,3,,,,,139,2032
individual,kickoff,NA,K1,Mediterranean,Scientist,Man,MPA,MPAs,MPA,spatial management,,social,1,0,0,1,1,3,,,,,140,2057
individual,kickoff,NA,K2,Mediterranean,Scientist,Woman,MPA,MPAs,MPA,spatial management,,social,1,0,0,1,1,3,,,,,141,2087
individual,kickoff,NA,K5,Mediterranean,Scientist,Woman,MPA,MPAs,MPA,spatial management,,social,1,0,0,1,1,3,,,,,142,2125
individual,kickoff,NA,K6,Mediterranean,Scientist,Man,MPA (icon),MPAs,MPA,spatial management,"People, health",social,1,0,0,1,1,3,,,,,143,2144
individual,kickoff,NA,K7,Mediterranean,Scientist,Man,MPA,MPAs,MPA,spatial management,Fisheries,social,1,0,0,1,1,3,,,,,144,2147
individual,kickoff,NA,K10,Mediterranean,Scientist,Man,MPAs,MPAs,MPA,spatial management,"Stocks, Fisheries",social,1,0,0,1,1,3,,,,,145,2184
individual,kickoff,NA,K12,Mediterranean,Scientist,NA,Ecosystem conservation/turtle icon/benthic icon/MPA icon,MPAs,MPA,spatial management,,social,1,0,0,1,1,3,,,,,146,2203
individual,kickoff,NA,K14,Mediterranean,Scientist,Woman,Identification of EFHs eg. spawning grounds and considering connectivity/ecological coherence features prioritize sites to be (spatiotemporally?) protected,MPAs,MPA,spatial management,,social,1,0,0,1,1,3,,,,,147,2239
individual,kickoff,NA,K15,Mediterranean,Scientist,Man,MPA for PET species/doplhin icon/turtle icon/MPA icon,MPAs,MPA,spatial management,jobs,social,1,0,0,1,1,3,,,,,148,2254
cloud,kickoff,Which ecological items would you like advice on?,NA,Mediterranean,Scientist,NA,spatial temporal management scenario,MPAs,MPA,spatial management,,social,1,0,0,1,1,3,,,,,149,2264
cloud,kickoff,Which items would you like to know the impact of?,NA,Mediterranean,Scientist,NA,MPAS,MPAs,MPA,spatial management,,social,1,0,0,1,1,3,,,,,150,2336
cloud,kickoff,Which items would you like to know the impact of?,NA,Mediterranean,Scientist,NA,MPAs/NTZs,MPAs,MPA,spatial management,,social,1,0,0,1,1,3,,,,,151,2351
individual,MEDAC,NA,M1,Mediterranean,other,Woman,"MPA, FRA",MPAs,MPA,spatial management,"local communities, profitability, job (icons)",social,1,0,0,1,1,3,,,,,152,2366
individual,Italian,NA,I4,Mediterranean,NGO,Woman,MPA,MPAs,MPA,spatial management,"windfarm (icon), small scale fishery, medium scale fishery, local communities, commercial species, PET, VME",social,1,0,0,1,1,3,,,,,153,2396
individual,Italian,NA,I8,Mediterranean,industry,Man,MPA,MPAs,MPA,spatial management,"sustainable fishing, fishery profitability, local communities, jobs, ecoturism, recreation activities",social,1,0,0,1,1,3,,,,,154,2444
individual,Greek,NA,G11,Mediterranean,NGO,,MPA,MPAs,MPA,spatial management,"marine spatial planning, EBA, biodiversity",social,1,0,0,1,1,3,,,,,155,2474
individual,Greek,NA,G15,Mediterranean,industry,Man,MPA,MPAs,MPA,spatial management,"management program, commercial species (icon)",social,1,0,0,1,1,3,,,,,156,2552
individual,Greek,NA,G16,Mediterranean,industry,Man,MPA,MPAs,MPA,spatial management,,social,1,0,0,1,1,3,,,,,157,2573
individual,Greek,NA,G17,Mediterranean,industry,Man,MPA,MPAs,MPA,spatial management,,social,1,0,0,1,1,3,,,,,158,2597
individual,kickoff,NA,user_dia010,Western_waters,Scientist,NA,"multi-species management, taking into account predation interactions (and competition with fishers)",multispecies management,multispecies management,management,technical interactions,social,1,0,0,0,1,2,,,EB(F)M,0,159,1407
individual,kickoff,NA,user_dia010,Western_waters,Scientist,NA,"multi-species management, taking into account predation interactions (and competition with fishers)",multispecies management,multispecies management,management,NA,social,0,0,1,0,1,2,,,tradeoffs,0,160,1410
cloud,BSAC,Which ecological items would you like advice on?,d09a912730e6454d74814ecf2d5abaa8badf9dd2,Baltic_sea,scientist,Woman,Multispecies management ,multispecies management ,multispecies management,management,,social,1,0,0,0,1,2,,,,,,
individual,kickoff,NA,NSSCI05,North_Sea,Scientist,Woman,fishing net,fishing net,static gears,fisheries,,fisheries,1,0,0,0,1,2,,,,,1,89
cloud,NSAC,Which items would you like to know the impact of?,3c02f13bbe12d5c53baa5e29ba077425163b1a09,North_Sea,,,underwaternoise,noise,noise,non-fishing maritime activities,,social,1,0,0,0,1,2,,,,,2,335
cloud,PELAC,Which ecological items would you like advice on?,a25759372c3dbbc30c54dc97b7f3fe1e087b5a72,North_Sea,other,Woman,Noise,noise,noise,non-fishing maritime activities,,social,1,0,0,0,1,2,,,,,3,379
cloud,PELAC,Which items would you like to know the impact of?,a25759372c3dbbc30c54dc97b7f3fe1e087b5a72,North_Sea,other,Woman,Underwater noise,noise,noise,non-fishing maritime activities,,social,1,0,0,0,1,2,,,,,4,415
individual,NWWAC,NA,user003,Western_waters,Industry,Woman,PIC: windfarms + impact sur l'environnement marin: bruit,noise,noise,non-fishing maritime activities,PET spp,social,1,0,1,1,1,4,,,windfarms,0,5,855
cloud,kickoff,Which items would you like to know the impact of?,NA,North_Sea,Scientist,NA,Noise,noise,noise,non-fishing maritime activities,,social,1,0,0,0,1,2,,,,,6,2010
cloud,BSAC,Which items would you like to know the impact of?,c2ded26e76aca84cb0d50b809359e243e7962a8e,Baltic_sea,Other,Woman,Noise,noise,noise,non-fishing maritime activities,,social,1,0,0,0,1,2,,,,,,
cloud,BSAC,Which items would you like to know the impact of?,e489476a2b38cd9ed49f0d95b428eb514eb91fd9,Baltic_sea,Manager,Woman,Underwater noise,noise,noise,non-fishing maritime activities,,social,1,0,0,0,1,2,,,,,,
cloud,PELAC,Which ecological items would you like advice on?,9283e3edb1da8e9d7ba1bf449d6059af6d86cbb0,North_Sea/Western_waters,NGO,Woman,non-comercial-species,non-commercial species,non-commercial species,fish/shellfish,,ecological,0,0,1,0,1,2,,,,,1,385
cloud,NWWAC,Which ecological items would you like advice on?,3da2568c334d8485036691fff4732431b119d7d7,Western_waters,Industry,Man,Interaction of agents other than Fishing,other human activities,non-fishing maritime activities,non-fishing maritime activities,NA,social,1,0,0,1,1,3,,,human activities,0,2,628
cloud,NWWAC,Which items would you like to know the impact of?,3da2568c334d8485036691fff4732431b119d7d7,Western_waters,Industry,Man,Other agents than fishing,other human activities,non-fishing maritime activities,non-fishing maritime activities,NA,social,1,0,0,1,1,3,,,human activities,0,3,629
cloud,SWWAC,Which items would you like to know the impact of?,57d70ba720909d4b24e2e3b44b6fa701d14593e9,Western_waters,NGO,Man,Other economic activities appart from fisheries,other human activities,non-fishing maritime activities,non-fishing maritime activities,NA,social,1,0,0,1,1,3,,,human activities,0,4,630
cloud,SWWAC,Which items would you like to know the impact of?,a90d60e300662c1c6fbc83574c8a49c8c99c233a,NA,NA,NA,Other economic activities appart from fisheries,other human activities,non-fishing maritime activities,non-fishing maritime activities,NA,social,1,0,0,1,1,3,,,human activities,0,5,631
cloud,SWWAC,Which items would you like to know the impact of?,f5b2843ef2290a543b1b460bee4145bb4a39f309,NA,NA,NA,Other economic activities appart from fisheries,other human activities,non-fishing maritime activities,non-fishing maritime activities,NA,social,1,0,0,1,1,3,,,human activities,0,6,632
cloud,SWWAC,Do you have topics you would like us to talk about next time?,7a82262fdb90b41e7471755877642fd52b1417f7,Western_waters,Other,Woman,"all impacts of nurseries - pollution , fisheries, other activity
",other human activities,non-fishing maritime activities,non-fishing maritime activities,NA,social,0,0,0,1,1,2,,,essential fish habitats,0,7,676
individual,kickoff,NA,user_dia009,Western_waters,Scientist,NA,other industry,other human activities,non-fishing maritime activities,non-fishing maritime activities,"seabed habitats, rivers",social,1,0,0,0,1,2,,,human activities,0,8,1387
individual,kickoff,NA,user_dia011,Western_waters,Scientist,NA,"interaction with other uses than fishing: energy, aquaculture, oil&gas, shipping…",other human activities,non-fishing maritime activities,non-fishing maritime activities,NA,social,1,0,0,0,1,2,,,interactions between human activities,0,9,1444
individual,kickoff,NA,user_dia015,Western_waters,citizen,NA,high unemployment in coastal communities - how can we integrate fishing and other maritime activities to protect the ecosystem and local economies,other human activities,non-fishing maritime activities,non-fishing maritime activities,interaction between fishing and other human activities,social,1,0,0,0,1,2,,,interactions between human activities,employment,10,1521
individual,kickoff,NA,BSsci09,Baltic_Sea,Scientist,Man,other sectors/MSP,other human activities,non-fishing maritime activities,non-fishing maritime activities,,social,1,0,0,0,1,2,,,,,11,1765
cloud,kickoff,Which items would you like to know the impact of?,NA,North_Sea,Scientist,NA,Human structures at seas eg hydrogen plants,human structures at seas,non-fishing maritime activities,non-fishing maritime activities,,social,1,0,0,0,1,2,,,,,12,1982
individual,kickoff,NA,K1,Mediterranean,Scientist,Man,Other human activities,other human activities,non-fishing maritime activities,non-fishing maritime activities,"sensitive fish habitats, Essential Fish Habitat, Biodiversity, MPA",social,1,0,0,0,1,2,,,,,13,2058
individual,kickoff,NA,K8,Mediterranean,Scientist,Woman,Other human activities,other human activities,non-fishing maritime activities,non-fishing maritime activities,"The status of PET species, Sea bottom integrity",social,1,0,0,0,1,2,,,,,14,2169
individual,MEDAC,NA,M2,Mediterranean,industry,Woman,other human impacts litter (icon) ,other human impacts,non-fishing maritime activities,non-fishing maritime activities,"halieutic stocks, sensitive species, marine habitats, small and medium scale fisheries, local seafood and socio-economy",social,1,0,0,0,1,2,,,,,15,2375
individual,kickoff,NA,BSsci02,Baltic_Sea,Scientist,Man,pollution/eutrophication as a risk factor,eutrophication,nutrients,landbased impacts,,ecological,0,1,1,0,1,3,,,,,16,1594
individual,kickoff,NA,BSsci08,Baltic_Sea,Scientist,Man,"Demersal fishßFisheries, Predation (Cannibalism, Mammals,Cod still important?, Benthos, Oxygen, Temperature (warming 0.8 deg/10yrs Western Baltic coastal areas), hobby fishersßClimate Change, Eutrophication, increase in mammals",eutrophication,nutrients,landbased impacts,,ecological,0,1,1,0,1,3,,,,,17,1738
individual,kickoff,NA,BSsci09,Baltic_Sea,Scientist,Man,"landbased inflow, nutrients, etc.",nutrients,nutrients,landbased impacts,,ecological,0,0,0,1,1,2,,,,,18,1778
cloud,kickoff,Which ecological items would you like advice on?,NA,Baltic_Sea,Scientist,NA,land-se interactions (incl. Nutrients),nutrients,nutrients,landbased impacts,,ecological,0,0,0,1,1,2,,,,,19,1800
cloud,kickoff,Which items would you like to know the impact of?,NA,North_Sea,Scientist,NA,Eutrophication,eutrophication,nutrients,landbased impacts,,ecological,0,1,1,0,1,3,,,,,20,2017
cloud,kickoff,Which items would you like to know the impact of?,NA,North_Sea,Scientist,NA,Eutrophication,eutrophication,nutrients,landbased impacts,,ecological,0,1,1,0,1,3,,,,,21,2018
cloud,kickoff,Which items would you like to know the impact of?,NA,North_Sea,Scientist,NA,Eutrophication,eutrophication,nutrients,landbased impacts,,ecological,0,1,1,0,1,3,,,,,22,2019
individual,kickoff,NA,K9,Mediterranean,Scientist,Man,How fish from local markets influenced by eutrophication? Are they checked out for contaminants etc?,eutrophication,nutrients,landbased impacts,,ecological,0,1,0,0,1,2,,,,,23,2182
cloud,kickoff,Which items would you like to know the impact of?,NA,Mediterranean,Scientist,NA,eutrophication,eutrophication,nutrients,landbased impacts,,social,1,0,0,0,1,2,,,,,24,2326
cloud,kickoff,Which items would you like to know the impact of?,NA,Mediterranean,Scientist,NA,Local eutrophication,eutrophication,nutrients,landbased impacts,,ecological,0,1,0,0,1,2,,,,,25,2332
cloud,NSAC,Which items would you like to know the impact of?,3c02f13bbe12d5c53baa5e29ba077425163b1a09,North_Sea,,,oil and gas,oil and gas,oil and gas,non-fishing maritime activities,,social,1,0,0,0,1,2,,,,,26,345
individual,MEDAC,NA,M3,Mediterranean,industry,Man,other economic activities,other economic activities,other economic activities,non-fishing maritime activities,fish and shellfish  stocks (icons),social,1,0,0,0,1,2,,,,,27,2390
cloud,NSAC,Which ecological items would you like advice on?,3c02f13bbe12d5c53baa5e29ba077425163b1a09,North_Sea,,,OECM (other effective conservation measures),OECM (other effective conservation measures),other management,management,,social,1,0,0,0,1,2,,,,,28,313
cloud,NWWAC,Do you have topics you would like us to talk about next time?,a27807f7cf766d11c5ce08862841bd10aa7f5bfa,NA,NA,NA,OECMs,OECM (other effective conservation measures),other management,management,NA,social,1,0,0,1,1,3,,,spatial management,0,29,674
cloud,NWWAC,Do you have topics you would like us to talk about next time?,f2ea37c32f0eb32a3e6a9ff83c94a6584fce4e3d,NA,NA,NA,Oecms,OECM (other effective conservation measures),other management,management,NA,social,1,0,0,1,1,3,,,spatial management,0,30,675
cloud,NWWAC,Which ecological items would you like advice on?,3314af20b6c1a8d335ddceb23b2c34dbb1620842,Western_waters,Industry,Man,Impact of windfarms oil and gas seismec shooting and cable industry on the bottom ecology,cables,cables and pipes,non-fishing maritime activities,NA,social,1,0,0,1,1,3,,,windfarms,0,31,623
individual,kickoff,NA,NSSCI01,North_Sea,Scientist,Man,How do species interactions affect the performance of harvest control rules in the North Sea?,harvest control rules,catch management,management,,social,1,0,0,0,1,2,,,,,32,9
cloud,NWWAC,Do you have topics you would like us to talk about next time?,ac3f4cdb9c82b7c02745c613b175f95ee37fffaa,Western_waters,Industry,Man,HCR,harvest control rules,catch management,management,NA,social,0,0,0,0,1,1,,,fisheries management,0,33,615
individual,kickoff,NA,user_dia012,Western_waters,Scientist,NA,adequate harvest control rules,harvest control rules,catch management,management,stability on fishing opportunities,social,0,0,0,0,1,1,,,fisheries management,0,34,1472
cloud,kickoff,Which items would you like to know the impact of?,NA,North_Sea,Scientist,NA,Harvest control rules,harvest control rules,catch management,management,,social,1,0,0,0,1,2,,,,,35,2020
cloud,NSAC,Which items would you like to know the impact of?,1bb22eb3e633026f02445d6e5ed2995a13b379e1,North_Sea,industry,Man,trawl after oxygen depletion,oxygen,oxygen,driver,,ecological,0,1,0,1,1,3,,,,,36,365
individual,kickoff,NA,BSsci03,Baltic_Sea,Scientist,Woman,"environmental drivers/interactions (temp, sal, substrate, oxygen, hydrography, wind)",oxygen,oxygen,driver,"models, ecological interactions, cummulative effects",ecological,0,1,0,1,1,3,,,,,37,1645
individual,kickoff,NA,BSsci08,Baltic_Sea,Scientist,Man,"Demersal fishßFisheries, Predation (Cannibalism, Mammals,Cod still important?, Benthos, Oxygen, Temperature (warming 0.8 deg/10yrs Western Baltic coastal areas), hobby fishersßClimate Change, Eutrophication, increase in mammals",oxygen,oxygen,driver,,ecological,0,1,0,1,1,3,,,,,38,1733
individual,Italian,NA,I9,Mediterranean,industry,Man,tuna fishing,tuna fishing,pelagic fisheries,fisheries,"tuna impact on the ecosystem, keep by-catch individuals if die",fisheries,1,0,0,0,1,2,,,,,39,2448
individual,kickoff,NA,user_dia013,Western_waters,Scientist,NA,PIC: pelagic fisheries,pelagic fisheries,pelagic fisheries,fisheries,ecosystem,fisheries,1,0,0,0,1,2,,,pelagic fisheries,0,40,1477
individual,kickoff,NA,user_dia013,Western_waters,Scientist,NA,PIC: pelagic fisheries,pelagic fisheries,pelagic fisheries,fisheries,"beam trawl fisheries, small-scale fisheries",fisheries,1,0,0,0,1,2,,,pelagic fisheries,1,41,1481
individual,kickoff,NA,user_dia014,Western_waters,Scientist,NA,pelagic fisheries,pelagic fisheries,pelagic fisheries,fisheries,NA,fisheries,1,0,0,0,1,2,,,pelagic fisheries,0,42,1509
individual,kickoff,NA,user_dia014,Western_waters,Scientist,NA,pelagic fisheries,pelagic fisheries,pelagic fisheries,fisheries,bycatch PET species: thresholds,fisheries,1,0,0,0,1,2,,,pelagic fisheries,0,43,1513
individual,kickoff,NA,BSsci02,Baltic_Sea,Scientist,Man,pelagic fisheries,pelagic fisheries,pelagic fisheries,fisheries,"sprat, herring",fisheries,1,0,0,0,1,2,,,,,44,1598
individual,kickoff,NA,BSsci03,Baltic_Sea,Scientist,Woman,"Other fisheries: pelagic gears, stationary gears",pelagic fisheries,pelagic fisheries,fisheries,"loss, adverse effects on state, economic income/sociatal capital",fisheries,1,0,0,0,1,2,,,,,45,1612
individual,kickoff,NA,BSsci08,Baltic_Sea,Scientist,Man,"Pelagic fishß Fisheries, Predation (Birds, Cod?, Mammals), Food (Zooplankton/Copepods), Temperature, Salinity? ß Changing demand for fishmeal, Climate Change",pelagic fisheries,pelagic fisheries,fisheries,,fisheries,1,0,0,0,1,2,,,,,46,1740
individual,BSAC,NA,BS_2,Baltic_sea,NGO,Man,people,people,people,wellbeing,,social,1,0,0,0,1,2,,,,,,
individual,kickoff,NA,user_dia012,Western_waters,Scientist,NA,impact of fishing on bycatch and PET species,bycatch of PETs,PETS,PETS,ecosystem management,ecological,0,0,1,0,1,2,,,bycatch,1,1,1462
individual,kickoff,NA,user_dia012,Western_waters,Scientist,NA,"risk indicators for bycatch spp (data-limited, PET…)",bycatch of PETs,PETS,PETS,ecosystem management,social,0,0,1,0,1,2,,,bycatch,0,2,1463
individual,kickoff,NA,user_dia015,Western_waters,citizen,NA,concerned for the reciprocal impact of bycatch on sensitive species and on SSF's livelihoods - what is the best way to support bycatch reduction?,bycatch of PETs,PETS,PETS,small-scale fisheries,social,0,0,1,0,1,2,,,bycatch,0,3,1528
individual,kickoff,NA,user_dia016,Western_waters,Scientist,NA,interactions fishing gears with dolphins Why are they increasing? Is closing the Bay of Biscay the only solution + PIC: mpa + PIC: marine mammals,bycatch of PETs,PETS,PETS,bycatch PET species,social,0,0,0,1,1,2,,,spatial management,0,4,1543
individual,kickoff,NA,user_dia005,Western_waters,Scientist,NA,"bycatch PET species, can we develop realistic population and removal estimates, or proxies",bycatch rate of PETs,PETS,PETS,"marine spatial planning for fisheries, interaction fishing and windfarms/mpa",social,0,0,1,0,1,2,,,bycatch,0,5,1336
cloud,SWWAC,Which non-commercial species and habitats would you like know the effect of fishing on?,61e6570c1ce8e4e65de83b37f0e418329993e877,Mediterranean/Western_waters,NA,Man,ETP species (in general),PET species,PETS,PETS,NA,ecological,0,0,1,0,1,2,,,PET species,0,6,582
cloud,SWWAC,Which non-commercial species and habitats would you like know the effect of fishing on?,61e6570c1ce8e4e65de83b37f0e418329993e877,Mediterranean/Western_waters,NA,Man,ETP species (in general),PET species,PETS,PETS,NA,ecological,0,0,1,0,1,2,,,PET species,0,7,583
cloud,SWWAC,Which non-commercial species and habitats would you like know the effect of fishing on?,7c6a9ea00d4169047685fcc2205941c726cae4db,NA,NA,NA,PETs,PET species,PETS,PETS,NA,ecological,0,0,1,0,1,2,,,PET species,0,8,584
cloud,SWWAC,Which non-commercial species and habitats would you like know the effect of fishing on?,7c6a9ea00d4169047685fcc2205941c726cae4db,NA,NA,NA,PETs,PET species,PETS,PETS,NA,ecological,0,0,1,0,1,2,,,PET species,0,9,585
cloud,NWWAC,Which non-commercial species and habitats would you like know the effect of fishing on?,f2ea37c32f0eb32a3e6a9ff83c94a6584fce4e3d,NA,NA,NA,Pet,PET species,PETS,PETS,NA,ecological,0,0,1,0,1,2,,,PET species,0,10,586
cloud,NWWAC,Which non-commercial species and habitats would you like know the effect of fishing on?,f2ea37c32f0eb32a3e6a9ff83c94a6584fce4e3d,NA,NA,NA,Pet,PET species,PETS,PETS,NA,ecological,0,0,1,0,1,2,,,PET species,0,11,587
individual,NWWAC,NA,user003,Western_waters,Industry,Woman,espèces protégées,PET species,PETS,PETS,NA,ecological,0,0,1,0,1,2,,,PET species,0,12,852
individual,SWWAC,NA,user007,Western_waters,NGO,Man,"on assessing the impacts a given fishery may have on different elements of the ecosystem (i.e., bycatch species, ETP species, habitats, as well as the general ecosystem and associated food webs).",PET species,PETS,PETS,NA,ecological,0,0,1,0,1,2,,,PET species,0,13,944
cloud,kickoff,Which ecological items would you like advice on?,NA,Western_waters,Scientist,NA,PET/EPT species,PET species,PETS,PETS,NA,ecological,0,0,1,0,1,2,,,PET species,0,14,1031
cloud,kickoff,Which ecological items would you like advice on?,NA,Western_waters,Scientist,NA,PET/EPT species,PET species,PETS,PETS,NA,ecological,0,0,1,0,1,2,,,PET species,0,15,1032
individual,kickoff,NA,user_dia011,Western_waters,Scientist,NA,PET species,PET species,PETS,PETS,NA,ecological,0,0,1,0,1,2,,,PET species,0,16,1423
individual,kickoff,NA,user_dia014,Western_waters,Scientist,NA,PET/EPT species - population trends - estimating limits around potential biological removals,PET species,PETS,PETS,fisheries,ecological,0,0,1,0,1,2,,,bycatch,0,17,1504
individual,kickoff,NA,K8,Mediterranean,Scientist,Woman,The status of PET species,PET species,PETS,PETS,,ecological,0,0,1,1,1,3,,,,,18,2168
individual,kickoff,NA,K15,Mediterranean,Scientist,Man,MPA for PET species/doplhin icon/turtle icon/MPA icon,PET species,PETS,PETS,jobs,ecological,0,0,1,1,1,3,,,,,19,2255
cloud,kickoff,Which ecological items would you like advice on?,NA,Mediterranean,Scientist,NA,PETs,PET species,PETS,PETS,,ecological,0,0,1,1,1,3,,,,,20,2289
individual,Italian,NA,I4,Mediterranean,NGO,Woman,PET (icon),PETs,PETS,PETS,,ecological,0,0,1,1,1,3,,,,,21,2397
individual,Italian,NA,I5,Mediterranean,other,Man,PET,PETs,PETS,PETS,,ecological,0,0,1,1,1,3,,,,,22,2412
individual,Italian,NA,I10,Mediterranean,industry,Man,PETS,PETs,PETS,PETS,,ecological,0,0,1,0,1,2,,,,,23,2462
individual,Greek,NA,G17,Mediterranean,industry,Man,PETS,PETs,PETS,PETS,"correlation with fish, damage fishing gears",ecological,0,0,1,1,1,3,,,,,24,2590
individual,kickoff,NA,BSsci03,Baltic_Sea,Scientist,Woman,"sensitive species (pelagic, benthic)",sensitive pelagic species,PETS,PETS,"cod, herring, nephrops, commercial species/stocks",ecological,0,0,1,1,1,3,,,,,25,1634
cloud,PELAC,Which ecological items would you like advice on?,a25759372c3dbbc30c54dc97b7f3fe1e087b5a72,North_Sea,other,Woman,Impacts sensitive species,sensitive species,PETS,PETS,,ecological,0,0,1,0,1,2,,,,,26,382
cloud,PELAC,Which ecological items would you like advice on?,9283e3edb1da8e9d7ba1bf449d6059af6d86cbb0,North_Sea/Western_waters,NGO,Woman,sensitive-species,sensitive species,PETS,PETS,,ecological,0,0,1,0,1,2,,,,,27,386
cloud,PELAC,Which ecological items would you like advice on?,9283e3edb1da8e9d7ba1bf449d6059af6d86cbb0,North_Sea/Western_waters,NGO,Woman,sensitivespecies,sensitive species,PETS,PETS,,ecological,0,0,1,0,1,2,,,,,28,392
cloud,PELAC,Which non-commercial species and habitats would you like know the effect of fishing on? ,9283e3edb1da8e9d7ba1bf449d6059af6d86cbb0,North_Sea/Western_waters,NGO,Woman,sensitive species,sensitive species,PETS,PETS,,ecological,0,0,1,0,1,2,,,,,29,437
cloud,NWWAC,Which ecological items would you like advice on?,f2ea37c32f0eb32a3e6a9ff83c94a6584fce4e3d,NA,NA,NA,Sensitive species,sensitive species,PETS,PETS,NA,ecological,0,0,1,0,1,2,,,sensitive species and habitats,0,30,730
cloud,NWWAC,Which ecological items would you like advice on?,e2c26f02983f50e8cba73289f6cf35a3ff359392,Western_waters,Other,Woman,sensitive species,sensitive species,PETS,PETS,NA,ecological,0,0,1,0,1,2,,,sensitive species and habitats,0,31,731
individual,SWWAC,NA,user006,Western_waters,NGO,Woman,"estado de las poblaciones sensible (mamíferos, aves, tortugas, tiburones)",sensitive species,PETS,PETS,encourage fishing that benefits society the most: fair and sustainable,ecological,0,0,1,0,1,2,,,sensitive species and habitats,0,32,920
individual,kickoff,NA,K13,Mediterranean,Scientist,Man,Slow-growing vulnerable species such as skates/skate icon,sensitive species,PETS,PETS,,ecological,0,0,1,1,1,3,,,,,33,2214
individual,MEDAC,NA,M2,Mediterranean,industry,Woman,sensitive species,sensitive species,PETS,PETS,halieutic stocks,ecological,0,0,1,1,1,3,,,,,34,2384
cloud,kickoff,Which ecological items would you like advice on?,NA,Western_waters,Scientist,NA,Vulnerable species,vulnerable species,PETS,PETS,NA,ecological,0,0,1,0,1,2,,,sensitive species and habitats,0,35,1057
individual,kickoff,NA,K14,Mediterranean,Scientist,Woman,By-catches of vulnerable species in different gears/metiers,vulnerable species,PETS,PETS,,ecological,0,0,1,1,1,3,,,,,36,2227
individual,kickoff,NA,NSSCI04,North_Sea/Western_waters,Scientist,Woman,"Interactions between pressures and seabed services (carbon, food provision, Nutrient cycling)",nutrients,pollution,landbased impacts,,social,1,0,0,0,1,2,,,,,37,65
individual,NSAC,NA,NSSta01,North_Sea,Industry,Woman,pollution,pollution,pollution,landbased impacts,,ecological,0,1,0,0,1,2,,,,,38,139
cloud,NSAC,Which items would you like to know the impact of?,283723195ab0ba1e10754973c9f0c683bea63c03,North_Sea,,,pollution,pollution,pollution,landbased impacts,,ecological,0,1,0,0,1,2,,,,,39,299
cloud,NSAC,Which items would you like to know the impact of?,8c99f355b14a83a5bf04b5857c96e574f1a98f36,North_Sea,industry,Man,pollution,pollution,pollution,landbased impacts,,ecological,0,1,0,0,1,2,,,,,40,354
