SW.ID;SearchID;Authors;Title;Year;Source.title;Volume;Issue;Page.start;Page.end;DOI;Link;Abstract;Language;Document.Type;Open.Access;Database;Exclusion.Criteria;Region;Scale...Spatial..m.;Scale...Temporal;Resolution...Spatial..m.;Resolution...Temporal;Sampling.Method.used.for.data.collection;Description.Other.Sampling.Method;Analytical.method.used.for.inference;Quality...Spatial..relative.1.3.;Quality...Temporal;Quality...Methods;Concluding.statement.or.quotable.quote;Comments;WP4.task;Study.type;Ecosystem.component_level1;Ecosystem.component_level2;Ecosystem.component_level3;Ecosystem.component_benthos_sediment;Species.taxonomic.group.s.;Pressure.type;Pressure_level;Pressure_variable;Pressure_other;Fishery.type;Gear_level1;Gear_level2;Target.species_metier;Response.variable_paper;Response.variable_category;Direction.of.relationship;Magnitude.of.relationship;Reader
SW4_1885;E4;Furness R.W., Ensor K., Hudson A.V.;The use of fishery waste by gull populations around the British Isles;1992;Ardea;80;1;105;113;NA;NA;Fishing boats in the North Sea and west of Britain may discharge 95 000 tonnes of offal and 135 000 tonnes of whitefish discards each year, enough to feed two million scavenging seabirds. Fulmars Fulmarus glacialis take most offal. Success rates in obtaining discards are gannet Sula bassana>great skua Stercorarius skua>great black-backed gull Larus marinus>lesser black-backed gull L. fuscus>herring gull L. argentatus>kittiwake Rissa tridactyla and fulmar. Gannets mainly exploit discards in spring, when they cause a reduced feeding success in, and partially displace, herring gulls from feeding at boats. Lesser black-backs show a greater tendency than herring gulls to feed at boats rather than at refuse tips. Numbers foraging at boats in the Clyde. W Scotland, in summer are large in relation to breeding numbers for lesser and great black-backed gulls. Discards are important for adult gulls of these species in summer. Discards can be an important part of herring gull chick diets but are less important for adults...;English;Article;NA;Scopus;NA;CS - North Sea;>100,000;two year;>100,000;month;Fisheries Dependent Data;NA;Summarizing statistics;2;2;2;Changes to reduce discarding and a trend to use offal rather than discharge it may have pronounced effects on scavenging seabird populations;NA;4.4;Fisheries dependent survey;Seabirds;NA;NA;NA;Fulmarus glacialis _ Sula bassana _ Stercorarius skua _ Larus marinus _ Larus fuscus _ Larus argentatus _ Rissa tridactyla;Discarding;NA;Quantify of discards (incl offal);NA;Commercial;NA;NA;NA;Uptake discards/offal as food source;Survival;Positive;Discards and offal provide a large quantity of food for seabirds. At present, Fulmars, Gannets and Great Black-backed Gulls exploit this food source particularly successfully.;vdReijden
SW4_1888;E4;Leskela A., Lehtonen H.;Protecting young European whitefish from trawl fishing in the northernmost parts of the Baltic Sea;1992;Polskie Archiwum Hydrobiologii;39;44654;863;871;NA;NA;An average of nearly 74 000 kg of Coregonus lavaretus were caught annually during 1984-88 as a bycatch in herring Clupea harengus and vendace C. albula, trawling in NE Bothnian Bay. The majority (85%) of the European whitefish bycatch in 1984-88 consisted of slow-growing, sea spawning C. l. widegreni;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SW4_1888;E4;Leskela A., Lehtonen H.;Protecting young European whitefish from trawl fishing in the northernmost parts of the Baltic Sea;1992;Polskie Archiwum Hydrobiologii;39;44654;863;871;NA;NA;An average of nearly 74 000 kg of Coregonus lavaretus were caught annually during 1984-88 as a bycatch in herring Clupea harengus and vendace C. albula, trawling in NE Bothnian Bay. The majority (85%) of the European whitefish bycatch in 1984-88 consisted of slow-growing, sea spawning C. l. widegreni;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SW4_1951;E4;Woodhead P.M.J.;Changes in the behaviour of the sole, Solea vulgaris, during cold winters, and the relation between the winter catch and sea temperatures;1964;Helgoländer Wissenschaftliche Meeresuntersuchungen;10;44652;328;342;10.1007/BF01626117;NA;1. Exceptionally large catches of soles are made in the North Sea during very cold winters. It was considered that these catches were due to increased vulnerability of the fish to trawling at low sea temperatures, and to the concentration of fish into smaller areas, of high density, by the cold water masses. A third contributory factor was that the soles remained on the offshore trawling grounds for a longer time in cold winters. 2. Data from fishing reports, sole catches in different regions of the southern North Sea, and the positions of recapture of tagged soles in the winter of 1962/63 were used to illustrate the changes in the behaviour of this fish. 3. Although soles suffered high mortalities from low temperatures, predation, and from fishing during winter 1962/63, reducing the numbers of potential spawning fish, it was suggested that the failure of the coastal spawning fisheries was also partly due to a large part of the stock failing to migrate inshore in this year. 4. It was considered that since soles appear to be particularly sensitive to low temperatures there might be a direct relationship between the winter catches of soles and the sea temperatures. This relationship was investigated and seems to hold good, at least for the post-war years since 1948. © 1964 Biologischen Anstalt Helgoland.;English;Article;All Open Access, Bronze;Scopus;EXCLUDE on evidence;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;vdReijden
SW4_1969;E4;Howarth, LM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SW4_1969;E4;Howarth, LM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SW4_1969;E4;Howarth, LM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SW4_1986;E4;Vasilakopoulos, P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SW4_1634;E4;Bradshaw C., Veale L.O., Brand A.R.;The role of scallop-dredge disturbance in long-term changes in Irish Sea benthic communities: A re-analysis of an historical dataset;2002;Journal of Sea Research;47;2;161;184;10.1016/S1385-1101(02)00096-5;NA;Benthic community data collected between 1938 and 1950 by N.S. Jones were compared with modem samples from seven sites in the Irish Sea. Multivariate and univariate methods were used to compare community change over time and examine the possible impact of scallop dredging over the 60 year time period. A conservative approach to data analysis ensured that observed differences in faunal composition between time periods were not due to differences in sampling methodologies or taxonomic identification. The community composition changed at all sites, though to different degrees. The amount of change was related to how long a site had been fished, rather than fishing intensity. Mobile, robust and scavenging taxa have increased in abundance, while slow-moving or sessile, fragile taxa have decreased. Differences between historical and modem samples were greater than could be accounted for by the natural variability of the system (as indicated by spatial and temporal replication at three sites) and indicate real long-term change. This study emphasises that, in the absence of good-quality data series and experiments, the use of 'fuzzy' historical data is often the only possible way to judge long-term change and can yield valuable results. © 2002 Elsevier Science B.V. All rights reserved.;English;Article;NA;Scopus;NA;CS - Western Waters;10,000-50,000;multidecadal;5,000-10,000;year;Irregular Fisheries Independent Survey;NA;DCA _ ANOSIM _ ANOVA;2;3;3;The community composition changed at all sites, though to different degrees. The amount of change was related to how long a site had been fished, rather than fishing intensity. Mobile, robust and scavenging taxa have increased in abundance, while slow-moving or sessile, fragile taxa have decreased. Differences between historical and modern samples were greater than could be accounted for by the natural variability of the system (as indicated by spatial and temporal replication at three sites) and indicate real long-term change.;NA;4.3;Field experiment;Benthos;NA;NA;Mixed;NA;Physical disturbance of the seabed;NA;Fishing effort (metre hours);NA;Commercial;Dredges;Towed dredge;Pecten maximus _ Aequipecten opercularis;Community composition;Community composition;Negative;the historical samples are more different than can be explained by the natural variability seen at these sites.;vdReijden
SW4_1634;E4;Bradshaw C., Veale L.O., Brand A.R.;The role of scallop-dredge disturbance in long-term changes in Irish Sea benthic communities: A re-analysis of an historical dataset;2002;Journal of Sea Research;47;2;161;184;10.1016/S1385-1101(02)00096-5;NA;Benthic community data collected between 1938 and 1950 by N.S. Jones were compared with modem samples from seven sites in the Irish Sea. Multivariate and univariate methods were used to compare community change over time and examine the possible impact of scallop dredging over the 60 year time period. A conservative approach to data analysis ensured that observed differences in faunal composition between time periods were not due to differences in sampling methodologies or taxonomic identification. The community composition changed at all sites, though to different degrees. The amount of change was related to how long a site had been fished, rather than fishing intensity. Mobile, robust and scavenging taxa have increased in abundance, while slow-moving or sessile, fragile taxa have decreased. Differences between historical and modem samples were greater than could be accounted for by the natural variability of the system (as indicated by spatial and temporal replication at three sites) and indicate real long-term change. This study emphasises that, in the absence of good-quality data series and experiments, the use of 'fuzzy' historical data is often the only possible way to judge long-term change and can yield valuable results. © 2002 Elsevier Science B.V. All rights reserved.;English;Article;NA;Scopus;NA;CS - Western Waters;10,000-50,000;multidecadal;5,000-10,000;year;Irregular Fisheries Independent Survey;NA;DCA _ ANOSIM _ ANOVA;2;3;3;The community composition changed at all sites, though to different degrees. The amount of change was related to how long a site had been fished, rather than fishing intensity. Mobile, robust and scavenging taxa have increased in abundance, while slow-moving or sessile, fragile taxa have decreased. Differences between historical and modern samples were greater than could be accounted for by the natural variability of the system (as indicated by spatial and temporal replication at three sites) and indicate real long-term change.;NA;4.3;Field experiment;Benthos;NA;NA;Mixed;NA;Physical disturbance of the seabed;NA;Coefficient of fishing effort ;NA;Commercial;Dredges;Towed dredge;Pecten maximus _ Aequipecten opercularis;Community composition;Community composition;Negative;the historical samples are more different than can be explained by the natural variability seen at these sites.;vdReijden
SW4_1634;E4;Bradshaw C., Veale L.O., Brand A.R.;The role of scallop-dredge disturbance in long-term changes in Irish Sea benthic communities: A re-analysis of an historical dataset;2002;Journal of Sea Research;47;2;161;184;10.1016/S1385-1101(02)00096-5;NA;Benthic community data collected between 1938 and 1950 by N.S. Jones were compared with modem samples from seven sites in the Irish Sea. Multivariate and univariate methods were used to compare community change over time and examine the possible impact of scallop dredging over the 60 year time period. A conservative approach to data analysis ensured that observed differences in faunal composition between time periods were not due to differences in sampling methodologies or taxonomic identification. The community composition changed at all sites, though to different degrees. The amount of change was related to how long a site had been fished, rather than fishing intensity. Mobile, robust and scavenging taxa have increased in abundance, while slow-moving or sessile, fragile taxa have decreased. Differences between historical and modem samples were greater than could be accounted for by the natural variability of the system (as indicated by spatial and temporal replication at three sites) and indicate real long-term change. This study emphasises that, in the absence of good-quality data series and experiments, the use of 'fuzzy' historical data is often the only possible way to judge long-term change and can yield valuable results. © 2002 Elsevier Science B.V. All rights reserved.;English;Article;NA;Scopus;NA;CS - Western Waters;10,000-50,000;multidecadal;5,000-10,000;year;Irregular Fisheries Independent Survey;NA;DCA _ ANOSIM _ ANOVA;2;3;3;The community composition changed at all sites, though to different degrees. The amount of change was related to how long a site had been fished, rather than fishing intensity. Mobile, robust and scavenging taxa have increased in abundance, while slow-moving or sessile, fragile taxa have decreased. Differences between historical and modern samples were greater than could be accounted for by the natural variability of the system (as indicated by spatial and temporal replication at three sites) and indicate real long-term change.;NA;4.3;Field experiment;Benthos;NA;NA;Mixed;NA;Physical disturbance of the seabed;NA;Number of years since first fishing;NA;Commercial;Dredges;Towed dredge;Pecten maximus _ Aequipecten opercularis;Community composition;Community composition;Negative;the historical samples are more different than can be explained by the natural variability seen at these sites.;vdReijden
SW4_1634;E4;Bradshaw C., Veale L.O., Brand A.R.;The role of scallop-dredge disturbance in long-term changes in Irish Sea benthic communities: A re-analysis of an historical dataset;2002;Journal of Sea Research;47;2;161;184;10.1016/S1385-1101(02)00096-5;NA;Benthic community data collected between 1938 and 1950 by N.S. Jones were compared with modem samples from seven sites in the Irish Sea. Multivariate and univariate methods were used to compare community change over time and examine the possible impact of scallop dredging over the 60 year time period. A conservative approach to data analysis ensured that observed differences in faunal composition between time periods were not due to differences in sampling methodologies or taxonomic identification. The community composition changed at all sites, though to different degrees. The amount of change was related to how long a site had been fished, rather than fishing intensity. Mobile, robust and scavenging taxa have increased in abundance, while slow-moving or sessile, fragile taxa have decreased. Differences between historical and modem samples were greater than could be accounted for by the natural variability of the system (as indicated by spatial and temporal replication at three sites) and indicate real long-term change. This study emphasises that, in the absence of good-quality data series and experiments, the use of 'fuzzy' historical data is often the only possible way to judge long-term change and can yield valuable results. © 2002 Elsevier Science B.V. All rights reserved.;English;Article;NA;Scopus;NA;CS - Western Waters;10,000-50,000;multidecadal;5,000-10,000;year;Irregular Fisheries Independent Survey;NA;DCA _ ANOSIM _ ANOVA;2;3;3;The community composition changed at all sites, though to different degrees. The amount of change was related to how long a site had been fished, rather than fishing intensity. Mobile, robust and scavenging taxa have increased in abundance, while slow-moving or sessile, fragile taxa have decreased. Differences between historical and modern samples were greater than could be accounted for by the natural variability of the system (as indicated by spatial and temporal replication at three sites) and indicate real long-term change.;NA;4.3;Field experiment;Benthos;NA;NA;Mixed;NA;Physical disturbance of the seabed;NA;Fishermen's index for fishing effort;NA;Commercial;Dredges;Towed dredge;Pecten maximus _ Aequipecten opercularis;Community composition;Community composition;Negative;the historical samples are more different than can be explained by the natural variability seen at these sites.;vdReijden
SW4_1634;E4;Bradshaw C., Veale L.O., Brand A.R.;The role of scallop-dredge disturbance in long-term changes in Irish Sea benthic communities: A re-analysis of an historical dataset;2002;Journal of Sea Research;47;2;161;184;10.1016/S1385-1101(02)00096-5;NA;Benthic community data collected between 1938 and 1950 by N.S. Jones were compared with modem samples from seven sites in the Irish Sea. Multivariate and univariate methods were used to compare community change over time and examine the possible impact of scallop dredging over the 60 year time period. A conservative approach to data analysis ensured that observed differences in faunal composition between time periods were not due to differences in sampling methodologies or taxonomic identification. The community composition changed at all sites, though to different degrees. The amount of change was related to how long a site had been fished, rather than fishing intensity. Mobile, robust and scavenging taxa have increased in abundance, while slow-moving or sessile, fragile taxa have decreased. Differences between historical and modem samples were greater than could be accounted for by the natural variability of the system (as indicated by spatial and temporal replication at three sites) and indicate real long-term change. This study emphasises that, in the absence of good-quality data series and experiments, the use of 'fuzzy' historical data is often the only possible way to judge long-term change and can yield valuable results. © 2002 Elsevier Science B.V. All rights reserved.;English;Article;NA;Scopus;NA;CS - Western Waters;10,000-50,000;multidecadal;5,000-10,000;year;Irregular Fisheries Independent Survey;NA;DCA _ ANOSIM _ ANOVA;2;3;3;The community composition changed at all sites, though to different degrees. The amount of change was related to how long a site had been fished, rather than fishing intensity. Mobile, robust and scavenging taxa have increased in abundance, while slow-moving or sessile, fragile taxa have decreased. Differences between historical and modern samples were greater than could be accounted for by the natural variability of the system (as indicated by spatial and temporal replication at three sites) and indicate real long-term change.;NA;4.3;Field experiment;Benthos;NA;NA;Mixed;NA;Physical disturbance of the seabed;NA;Fishing effort (metre hours);NA;Commercial;Dredges;Towed dredge;Pecten maximus _ Aequipecten opercularis;Species richness;Biodiversity;No impact;There is no clear evidence of a relationship between change in diversity and fishing effort. The recent samples were more diverse than Jones’ samples. Taxonomic distinctness showed decreases in biodiversity at Bradda and the Closed Area, and increases in biodiversity at Fleshwick and Chickens, since Jones’ time;vdReijden
SW4_1634;E4;Bradshaw C., Veale L.O., Brand A.R.;The role of scallop-dredge disturbance in long-term changes in Irish Sea benthic communities: A re-analysis of an historical dataset;2002;Journal of Sea Research;47;2;161;184;10.1016/S1385-1101(02)00096-5;NA;Benthic community data collected between 1938 and 1950 by N.S. Jones were compared with modem samples from seven sites in the Irish Sea. Multivariate and univariate methods were used to compare community change over time and examine the possible impact of scallop dredging over the 60 year time period. A conservative approach to data analysis ensured that observed differences in faunal composition between time periods were not due to differences in sampling methodologies or taxonomic identification. The community composition changed at all sites, though to different degrees. The amount of change was related to how long a site had been fished, rather than fishing intensity. Mobile, robust and scavenging taxa have increased in abundance, while slow-moving or sessile, fragile taxa have decreased. Differences between historical and modem samples were greater than could be accounted for by the natural variability of the system (as indicated by spatial and temporal replication at three sites) and indicate real long-term change. This study emphasises that, in the absence of good-quality data series and experiments, the use of 'fuzzy' historical data is often the only possible way to judge long-term change and can yield valuable results. © 2002 Elsevier Science B.V. All rights reserved.;English;Article;NA;Scopus;NA;CS - Western Waters;10,000-50,000;multidecadal;5,000-10,000;year;Irregular Fisheries Independent Survey;NA;DCA _ ANOSIM _ ANOVA;2;3;3;The community composition changed at all sites, though to different degrees. The amount of change was related to how long a site had been fished, rather than fishing intensity. Mobile, robust and scavenging taxa have increased in abundance, while slow-moving or sessile, fragile taxa have decreased. Differences between historical and modern samples were greater than could be accounted for by the natural variability of the system (as indicated by spatial and temporal replication at three sites) and indicate real long-term change.;NA;4.3;Field experiment;Benthos;NA;NA;Mixed;NA;Physical disturbance of the seabed;NA;Coefficient of fishing effort ;NA;Commercial;Dredges;Towed dredge;Pecten maximus _ Aequipecten opercularis;Species richness;Biodiversity;No impact;There is no clear evidence of a relationship between change in diversity and fishing effort. The recent samples were more diverse than Jones’ samples. Taxonomic distinctness showed decreases in biodiversity at Bradda and the Closed Area, and increases in biodiversity at Fleshwick and Chickens, since Jones’ time;vdReijden
SW4_1634;E4;Bradshaw C., Veale L.O., Brand A.R.;The role of scallop-dredge disturbance in long-term changes in Irish Sea benthic communities: A re-analysis of an historical dataset;2002;Journal of Sea Research;47;2;161;184;10.1016/S1385-1101(02)00096-5;NA;Benthic community data collected between 1938 and 1950 by N.S. Jones were compared with modem samples from seven sites in the Irish Sea. Multivariate and univariate methods were used to compare community change over time and examine the possible impact of scallop dredging over the 60 year time period. A conservative approach to data analysis ensured that observed differences in faunal composition between time periods were not due to differences in sampling methodologies or taxonomic identification. The community composition changed at all sites, though to different degrees. The amount of change was related to how long a site had been fished, rather than fishing intensity. Mobile, robust and scavenging taxa have increased in abundance, while slow-moving or sessile, fragile taxa have decreased. Differences between historical and modem samples were greater than could be accounted for by the natural variability of the system (as indicated by spatial and temporal replication at three sites) and indicate real long-term change. This study emphasises that, in the absence of good-quality data series and experiments, the use of 'fuzzy' historical data is often the only possible way to judge long-term change and can yield valuable results. © 2002 Elsevier Science B.V. All rights reserved.;English;Article;NA;Scopus;NA;CS - Western Waters;10,000-50,000;multidecadal;5,000-10,000;year;Irregular Fisheries Independent Survey;NA;DCA _ ANOSIM _ ANOVA;2;3;3;The community composition changed at all sites, though to different degrees. The amount of change was related to how long a site had been fished, rather than fishing intensity. Mobile, robust and scavenging taxa have increased in abundance, while slow-moving or sessile, fragile taxa have decreased. Differences between historical and modern samples were greater than could be accounted for by the natural variability of the system (as indicated by spatial and temporal replication at three sites) and indicate real long-term change.;NA;4.3;Field experiment;Benthos;NA;NA;Mixed;NA;Physical disturbance of the seabed;NA;Number of years since first fishing;NA;Commercial;Dredges;Towed dredge;Pecten maximus _ Aequipecten opercularis;Species richness;Biodiversity;No impact;There is no clear evidence of a relationship between change in diversity and fishing effort. The recent samples were more diverse than Jones’ samples. Taxonomic distinctness showed decreases in biodiversity at Bradda and the Closed Area, and increases in biodiversity at Fleshwick and Chickens, since Jones’ time;vdReijden
SW4_1634;E4;Bradshaw C., Veale L.O., Brand A.R.;The role of scallop-dredge disturbance in long-term changes in Irish Sea benthic communities: A re-analysis of an historical dataset;2002;Journal of Sea Research;47;2;161;184;10.1016/S1385-1101(02)00096-5;NA;Benthic community data collected between 1938 and 1950 by N.S. Jones were compared with modem samples from seven sites in the Irish Sea. Multivariate and univariate methods were used to compare community change over time and examine the possible impact of scallop dredging over the 60 year time period. A conservative approach to data analysis ensured that observed differences in faunal composition between time periods were not due to differences in sampling methodologies or taxonomic identification. The community composition changed at all sites, though to different degrees. The amount of change was related to how long a site had been fished, rather than fishing intensity. Mobile, robust and scavenging taxa have increased in abundance, while slow-moving or sessile, fragile taxa have decreased. Differences between historical and modem samples were greater than could be accounted for by the natural variability of the system (as indicated by spatial and temporal replication at three sites) and indicate real long-term change. This study emphasises that, in the absence of good-quality data series and experiments, the use of 'fuzzy' historical data is often the only possible way to judge long-term change and can yield valuable results. © 2002 Elsevier Science B.V. All rights reserved.;English;Article;NA;Scopus;NA;CS - Western Waters;10,000-50,000;multidecadal;5,000-10,000;year;Irregular Fisheries Independent Survey;NA;DCA _ ANOSIM _ ANOVA;2;3;3;The community composition changed at all sites, though to different degrees. The amount of change was related to how long a site had been fished, rather than fishing intensity. Mobile, robust and scavenging taxa have increased in abundance, while slow-moving or sessile, fragile taxa have decreased. Differences between historical and modern samples were greater than could be accounted for by the natural variability of the system (as indicated by spatial and temporal replication at three sites) and indicate real long-term change.;NA;4.3;Field experiment;Benthos;NA;NA;Mixed;NA;Physical disturbance of the seabed;NA;Fishermen's index for fishing effort;NA;Commercial;Dredges;Towed dredge;Pecten maximus _ Aequipecten opercularis;Species richness;Biodiversity;No impact;There is no clear evidence of a relationship between change in diversity and fishing effort. The recent samples were more diverse than Jones’ samples. Taxonomic distinctness showed decreases in biodiversity at Bradda and the Closed Area, and increases in biodiversity at Fleshwick and Chickens, since Jones’ time;vdReijden
SW4_1647;E4;Beattie A., Sumaila U.R., Christensen V., Pauly D.;A model for the bioeconomic evaluation of marine protected area size and placement in the north sea;2002;Natural Resource Modeling;15;4;413;437;10.1111/j.1939-7445.2002.tb00096.x;NA;The use of marine protected areas (MPAs) as a basic management tool to limit exploitation rates in marine fisheries has been widely suggested. Models are important in predicting the consequences of management decisions and the design of monitoring programs in terms of policy goals. However, few tools are available that consider both multiple fleets and ecosystem scale dynamics. We use a new applied game theory tool, Ecoseed, that operates within a temporally and spatially explicit biomass dynamics model, Ecopath with Ecosim, to evaluate the efficacy of marine protected areas in the North Sea in both ecological and economic terms. The Ecoseed model builds MPAs based on the change in values of predicted economic rents of fisheries and the existence value of biomass pools in the ecosystem. We consider the market values of four fisheries operating in the North Sea: A trawl fishery, a gill net fishery, a seine fishery, and an industrial (reduction) fishery. We apply existence values, scaled such that their aggregate is similar to the total fishery value, to six biomass pools of concern: Juvenile cod, haddock, whiting, saithe, seals, and the collective pool ‘Other predators’ that include marine mammals. Four policy options were considered: to maximize the rent only;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SW4_1648;E4;Callaway R., Alsvåg J., De Boois I., Cotter J., Ford A., Hinz H., Jennings S., Kröncke I., Lancaster J., Piet G., Prince P., Ehrich S.;Diversity and community structure of epibenthic invertebrates and fish in the North Sea;2002;ICES Journal of Marine Science;59;6;1199;1214;10.1006/jmsc.2002.1288;NA;The structure of North Sea benthic invertebrate and fish communities is an important indicator of anthropogenic and environmental impacts. Although North Sea fish stocks are monitored regularly, benthic fauna are not. Here, we report the results of a survey carried out in 2000, in which five nations sampled the epibenthic and fish fauna at 270 stations throughout the North Sea. The aim of the survey was to investigate the diversity and community structure of epibenthic and fish communities and to identify relationships with environmental factors, including the frequency of commercial otter and beam trawling disturbance. Epibenthic species diversity was lower in the southern North Sea than in central and northern areas. Fish, conversely, were more diverse in the south. The 50 m, 100 m and 200 m depth contours broadly defined the boundaries of benthic and fish communities. The abundance of epibenthos of the southern North Sea was dominated by free-living species, whilst north of the 50 m contour sessile species prevailed. A hybrid area, with sessile species typical of the north and free-living species characteristic of the south, was found off the Norfolk and Flamborough coast stretching towards the Dogger Bank. Large-scale hydrodynamic phenomena were most likely to be responsible for the main divisions between communities, especially the boundary between mixed and stratified water masses. However, bottom temperature, sediment parameters and beam trawling were closely correlated with species richness and diversity, as well as community patterns, and may modify regional species composition. Our study shows that effective large-scale sampling of benthic communities can be conducted during existing fisheries surveys. Since annual fisheries surveys are conducted throughout the northeast Atlantic shelf seas, concurrent benthic surveys would allow benthic sampling on unprecedented spatial and temporal scales. The samples would help to monitor the environmental impacts of trawling disturbance, climate change, pollution and other natural and anthropogenic factors. © 2002 International Council for the Exploration of the Sea. Published by Elsevier Science Ltd. All rights reserved.;English;Article;All Open Access, Bronze, Green;Scopus;NA;CS - North Sea;>100,000;quarter;50,000-100,000;snapshot/no repeat sampling;Irregular Fisheries Independent Survey;NA;Multivariate community analysis;3;3;3;Bottom temperature, sediment parameters and beam trawling were closely correlated with species richness and diversity, as well as community patterns, and may modify regional species composition.;NA;4.3;Fisheries independent survey;Benthos;Benthic_epifauna;Other;Mixed;NA;Physical disturbance of the seabed;NA;Fishing effort (hours fishing);Sediment _ Temperature _ salinity;Commercial;Demersal_trawls;Otter trawl;NA;community composition;Community composition;Negative;Numbers of epibenthic species were negatively correlated with bottom temperature and beam trawling effort, while they were positively correlated with bottom salinity.;vdReijden
SW4_1648;E4;Callaway R., Alsvåg J., De Boois I., Cotter J., Ford A., Hinz H., Jennings S., Kröncke I., Lancaster J., Piet G., Prince P., Ehrich S.;Diversity and community structure of epibenthic invertebrates and fish in the North Sea;2002;ICES Journal of Marine Science;59;6;1199;1214;10.1006/jmsc.2002.1288;NA;The structure of North Sea benthic invertebrate and fish communities is an important indicator of anthropogenic and environmental impacts. Although North Sea fish stocks are monitored regularly, benthic fauna are not. Here, we report the results of a survey carried out in 2000, in which five nations sampled the epibenthic and fish fauna at 270 stations throughout the North Sea. The aim of the survey was to investigate the diversity and community structure of epibenthic and fish communities and to identify relationships with environmental factors, including the frequency of commercial otter and beam trawling disturbance. Epibenthic species diversity was lower in the southern North Sea than in central and northern areas. Fish, conversely, were more diverse in the south. The 50 m, 100 m and 200 m depth contours broadly defined the boundaries of benthic and fish communities. The abundance of epibenthos of the southern North Sea was dominated by free-living species, whilst north of the 50 m contour sessile species prevailed. A hybrid area, with sessile species typical of the north and free-living species characteristic of the south, was found off the Norfolk and Flamborough coast stretching towards the Dogger Bank. Large-scale hydrodynamic phenomena were most likely to be responsible for the main divisions between communities, especially the boundary between mixed and stratified water masses. However, bottom temperature, sediment parameters and beam trawling were closely correlated with species richness and diversity, as well as community patterns, and may modify regional species composition. Our study shows that effective large-scale sampling of benthic communities can be conducted during existing fisheries surveys. Since annual fisheries surveys are conducted throughout the northeast Atlantic shelf seas, concurrent benthic surveys would allow benthic sampling on unprecedented spatial and temporal scales. The samples would help to monitor the environmental impacts of trawling disturbance, climate change, pollution and other natural and anthropogenic factors. © 2002 International Council for the Exploration of the Sea. Published by Elsevier Science Ltd. All rights reserved.;English;Article;All Open Access, Bronze, Green;Scopus;NA;CS - North Sea;>100,000;quarter;50,000-100,000;snapshot/no repeat sampling;Irregular Fisheries Independent Survey;NA;Multivariate community analysis;3;3;3;Bottom temperature, sediment parameters and beam trawling were closely correlated with species richness and diversity, as well as community patterns, and may modify regional species composition.;NA;4.3;Fisheries independent survey;Benthos;Benthic_epifauna;Other;Mixed;NA;Physical disturbance of the seabed;NA;Fishing effort (hours fishing);Sediment _ Temperature _ salinity;Commercial;Demersal_trawls;Beam trawl;NA;community composition;Community composition;Negative;In the southern North Sea the patterns in community structure were best explained by other sediment parameters, beam trawling effort and otter trawling effort;vdReijden
